,Gross,Diff,CapPct,DiffPct,Date,Show,Theater,Avg_Ticket,Top_Ticket,Seats_Sold,Capacity,Performances,Previews
16,139387.8,-25786.4,82.62,11.13,11/6/22,KPOP,Circle in the Square Theatre,35.08,229.5,3973,687,0,7
17,1113991.6,5695.5,83.64,-1.26,11/6/22,Leopoldstadt,Longacre Theatre,154.87,347,7193,1075,8,0
18,1761156,56439,98.55,1.82,11/6/22,The Lion King,Minskoff Theatre,131.71,199,13371,1696,8,0
19,358287.5,139229.5,72.8,-27.25,11/6/22,Mike Birbiglia: The Old Man & the Pool,Vivian Beaumont Theater,57.02,277,6284,1079,0,8
20,1760183,-50089,100.26,0.69,11/6/22,MJ The Musical,Neil Simon Theatre,158.22,250,11125,1387,8,0
21,1219050.05,51322.35,97.04,1.1,11/6/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,120.79,0,10092,1300,8,0
22,2899405,183168,95.31,-1.04,11/6/22,The Music Man,Winter Garden Theatre,249.35,597,11628,1525,8,0
23,1643239.73,40253.73,100.7,0.19,11/6/22,The Phantom of the Opera,Majestic Theatre,127.09,297,12930,1605,8,0
24,891950.35,-26797.95,87.33,1.99,11/6/22,The Piano Lesson,Ethel Barrymore Theatre,122.4,297,7287,1043,8,0
25,1056663,83255,92.06,2.64,11/6/22,SIX: The Musical,Lena Horne Theatre,139.16,249,7593,1031,8,0
26,539592.86,0,82.08,0,11/6/22,Some Like It Hot,Sam S. Shubert Theatre,75.67,257,7131,1448,0,6
27,530302.23,15626.54,77.3,-1.94,11/6/22,A Strange Loop,Lyceum Theatre,94.03,273,5640,912,8,0
28,451494.1,109509.8,56.72,-6.92,11/6/22,Take Me Out,Gerald Schoenfeld Theatre,93.79,297,4814,1061,8,0
29,260677.14,-17168.76,53.6,-14.89,11/6/22,Topdog/Underdog,John Golden Theatre,75.8,219,3439,802,8,0
30,168378.4,-8617.1,46.43,-15.27,11/6/22,Walking with Ghosts,Music Box Theatre,53.13,297,3169,975,7,0
31,1413132,67076,88.09,2.8,11/6/22,Wicked,Gershwin Theatre,110.97,250,12734,1807,8,0
0,316211,0,98.89,0,10/30/22,& Juliet,Stephen Sondheim Theatre,154.63,297,2045,1034,0,2
1,270867.4,-84715.1,72.25,-5.22,10/30/22,1776,American Airlines Theatre,64.82,248,4179,723,8,0
2,1117841.45,-95103.21,90.31,-4.69,10/30/22,Aladdin,New Amsterdam Theatre,89.59,199.5,12477,1727,8,0
3,575345.4,-19688.7,76.8,-13.25,10/30/22,Almost Famous,Bernard B. Jacobs Theatre,91.18,247,6310,1027,0,8
4,1028980,-136783,72.46,-10.14,10/30/22,Beetlejuice,Marquis Theatre,110.81,249,9286,1602,8,0
5,908605.9,-182130.05,93.28,-6.71,10/30/22,The Book of Mormon,Eugene O'Neill Theatre,114.22,0,7955,1066,8,0
6,494635.65,-103766.24,68.31,-11.88,10/30/22,Chicago,Ambassador Theatre,83.81,197,5902,1080,8,0
7,263193,1685,75.94,6.84,10/30/22,Cost of Living,Samuel J. Friedman Theatre,69.32,279,3797,625,8,0
8,471538,-85878,64.87,-6.41,10/30/22,Death of a Salesman,Hudson Theatre,93.19,299,5060,975,8,0
9,1635859.9,-87939.72,98.38,-1.79,10/30/22,Funny Girl,August Wilson Theatre,170.51,0,9594,1219,8,0
10,632931,-146748.75,91.84,-5.45,10/30/22,Hadestown,Walter Kerr Theatre,93.84,0,6745,918,8,0
11,1947852,-93603,92.73,-6.33,10/30/22,Hamilton,Richard Rodgers Theatre,198.32,449,9822,1324,8,0
12,1104999.1,-96995.7,84.44,-2.02,10/30/22,Harry Potter and the Cursed Child,Lyric Theatre,103.6,276.5,10666,1579,8,0
13,701271.31,-74087.78,61.99,-12.43,10/30/22,Into the Woods,St. James Theatre,102.77,0,6824,1376,8,0
14,400953.42,33879.57,82.55,-8.73,10/30/22,Kimberly Akimbo,Booth Theatre,78.54,263,5105,773,0,8
15,431556.05,50201.4,84.49,8.5,10/30/22,The Kite Runner,Helen Hayes Theater,109.89,247,3927,581,8,0
16,165174.2,-31244.4,71.49,-8.4,10/30/22,KPOP,Circle in the Square Theatre,42.04,229.5,3929,687,0,8
17,1108296.1,-49754.6,84.9,-5.03,10/30/22,Leopoldstadt,Longacre Theatre,151.8,347,7301,1075,8,0
18,1704717,-9990,96.73,-3.07,10/30/22,The Lion King,Minskoff Theatre,129.89,199,13124,1696,8,0
19,219058,0,100.05,0,10/30/22,Mike Birbiglia: The Old Man & the Pool,Vivian Beaumont Theater,51.3,277,4270,1067,0,4
20,1810272,63603,99.57,-0.82,10/30/22,MJ The Musical,Neil Simon Theatre,163.86,250,11048,1387,8,0
21,1167727.7,-102202.25,95.94,-3.66,10/30/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,117.03,0,9978,1300,8,0
22,2716237,-312354,96.35,-3.26,10/30/22,The Music Man,Winter Garden Theatre,231.07,597,11755,1525,8,0
23,1602986,-19827.44,100.51,-0.76,10/30/22,The Phantom of the Opera,Majestic Theatre,124.2,297,12906,1605,8,0
24,918748.3,3631.9,85.34,2.19,10/30/22,The Piano Lesson,Ethel Barrymore Theatre,129.02,297,7121,1043,8,0
25,973408,-216484,89.42,-9.02,10/30/22,SIX: The Musical,Lena Horne Theatre,131.99,249,7375,1031,8,0
26,514675.69,-125353.31,79.24,-6.09,10/30/22,A Strange Loop,Lyceum Theatre,89.03,273,5781,912,8,0
27,341984.3,0,63.64,0,10/30/22,Take Me Out,Gerald Schoenfeld Theatre,101.3,297,3376,1061,5,0
28,277845.9,39788.3,68.49,-3.42,10/30/22,Topdog/Underdog,John Golden Theatre,63.23,219,4394,802,8,0
29,176995.5,30594,61.7,-1.44,10/30/22,Walking with Ghosts,Music Box Theatre,42.03,297,4211,975,4,3
30,1346056,-264325,85.29,-9.56,10/30/22,Wicked,Gershwin Theatre,109.17,250,12330,1807,8,0
0,355582.5,15699.2,77.47,0.76,10/23/22,1776,American Airlines Theatre,79.35,248,4481,723,8,0
1,1212944.66,-47168.3,95,-2.89,10/23/22,Aladdin,New Amsterdam Theatre,92.41,199.5,13125,1727,8,0
2,595034.1,-11746.2,90.05,-3.88,10/23/22,Almost Famous,Bernard B. Jacobs Theatre,107.23,247,5549,1027,0,6
3,1165763,73088,82.6,4.6,10/23/22,Beetlejuice,Marquis Theatre,110.12,249,10586,1602,8,0
4,1090735.95,20444.75,99.99,2.23,10/23/22,The Book of Mormon,Eugene O'Neill Theatre,127.92,0,8527,1066,8,0
5,598401.89,-22538.81,80.19,-2.61,10/23/22,Chicago,Ambassador Theatre,86.37,197,6928,1080,8,0
6,261508,37387,69.1,7.46,10/23/22,Cost of Living,Samuel J. Friedman Theatre,75.69,279,3455,625,8,0
7,557416,44437,71.28,-7.68,10/23/22,Death of a Salesman,Hudson Theatre,100.25,299,5560,975,8,0
8,1723799.62,27443.92,100.17,-0.19,10/23/22,Funny Girl,August Wilson Theatre,176.46,0,9769,1219,8,0
9,779679.75,-4296,97.29,1.08,10/23/22,Hadestown,Walter Kerr Theatre,109.12,0,7145,918,8,0
10,2041455,-10097,99.06,-1.58,10/23/22,Hamilton,Richard Rodgers Theatre,194.57,449,10492,1324,8,0
11,1201994.8,-41616.15,86.46,-1.91,10/23/22,Harry Potter and the Cursed Child,Lyric Theatre,110.06,276.5,10921,1579,8,0
12,775359.09,-435293.81,74.42,3.29,10/23/22,Into the Woods,St. James Theatre,94.65,0,8192,1376,8,0
13,367073.85,66640.95,91.28,0.18,10/23/22,Kimberly Akimbo,Booth Theatre,74.32,263,4939,773,0,7
14,381354.65,33264.95,75.99,3.4,10/23/22,The Kite Runner,Helen Hayes Theater,107.97,247,3532,581,8,0
15,196418.6,5300,79.89,-3.92,10/23/22,KPOP,Circle in the Square Theatre,59.65,229.5,3293,687,0,6
16,1158050.7,62522.2,89.93,6.7,10/23/22,Leopoldstadt,Longacre Theatre,149.74,347,7734,1075,8,0
17,1714707,-100562,99.8,0.18,10/23/22,The Lion King,Minskoff Theatre,126.63,199,13541,1696,8,0
18,1746669,-30469,100.39,-0.03,10/23/22,MJ The Musical,Neil Simon Theatre,156.81,250,11139,1387,8,0
19,1269929.95,-55245.3,99.6,-0.17,10/23/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,122.6,0,10358,1300,8,0
20,3028591,103127.92,99.61,-0.04,10/23/22,The Music Man,Winter Garden Theatre,249.23,597,12152,1525,8,0
21,1622813.44,19550.43,101.27,0.41,10/23/22,The Phantom of the Opera,Majestic Theatre,124.8,297,13003,1605,8,0
22,915116.4,217834.9,83.15,-6.23,10/23/22,The Piano Lesson,Ethel Barrymore Theatre,131.9,297,6938,1043,8,0
23,1189892,-35895,98.44,1,10/23/22,SIX: The Musical,Lena Horne Theatre,146.56,249,8119,1031,8,0
24,640029,-16720.88,85.33,0.54,10/23/22,A Strange Loop,Lyceum Theatre,102.8,273,6226,912,8,0
25,238057.6,18041.12,71.91,-13.86,10/23/22,Topdog/Underdog,John Golden Theatre,51.59,273,4614,802,5,3
26,146401.5,0,63.14,0,10/23/22,Walking with Ghosts,Music Box Theatre,47.56,297,3078,975,0,5
27,1610381,-115855,94.85,-2.28,10/23/22,Wicked,Gershwin Theatre,117.45,250,13711,1807,8,0
0,339883.3,-4582.7,76.71,-12.19,10/16/22,1776,American Airlines Theatre,76.6,248,4437,723,8,0
1,1260112.96,-47482.21,97.89,0.18,10/16/22,Aladdin,New Amsterdam Theatre,93.18,199.5,13524,1727,8,0
2,606780.3,-88861.9,93.93,3.81,10/16/22,Almost Famous,Bernard B. Jacobs Theatre,104.83,247,5788,1027,0,6
3,1092675,-191298.7,78,-4.39,10/16/22,Beetlejuice,Marquis Theatre,109.3,249,9997,1602,8,0
4,1070291.2,-44054.35,97.76,-0.69,10/16/22,The Book of Mormon,Eugene O'Neill Theatre,128.38,0,8337,1066,8,0
5,620940.7,-36450.35,82.8,-2.52,10/16/22,Chicago,Ambassador Theatre,86.8,197,7154,1080,8,0
6,224121,55438,61.64,-18.78,10/16/22,Cost of Living,Samuel J. Friedman Theatre,72.72,279,3082,625,8,0
7,512979,111527.75,78.96,-11.14,10/16/22,Death of a Salesman,Hudson Theatre,83.29,299,6159,975,8,0
8,1696355.7,13628.25,100.36,0.54,10/16/22,Funny Girl,August Wilson Theatre,173.33,0,9787,1219,8,0
9,783975.75,-64955,96.21,-1.54,10/16/22,Hadestown,Walter Kerr Theatre,110.95,0,7066,918,8,0
10,2051552,-107222,100.64,3.99,10/16/22,Hamilton,Richard Rodgers Theatre,192.45,449,10660,1324,8,0
11,1243610.95,-226226.45,88.37,-5.19,10/16/22,Harry Potter and the Cursed Child,Lyric Theatre,111.4,276.5,11163,1579,8,0
12,1210652.9,-19475.1,71.13,-7.65,10/16/22,Into the Woods,St. James Theatre,125,0,9685,1702,8,0
13,300432.9,0,91.1,0,10/16/22,Kimberly Akimbo,Booth Theatre,71.11,263,4225,773,0,6
14,348089.7,13339.45,72.59,2.09,10/16/22,The Kite Runner,Helen Hayes Theater,103.17,247,3374,581,8,0
15,191118.6,0,83.81,0,10/16/22,KPOP,Circle in the Square Theatre,82.99,229.5,2303,687,0,4
16,1095528.5,191095.75,83.23,2.36,10/16/22,Leopoldstadt,Longacre Theatre,153.05,347,7158,1075,8,0
17,1815269,-250790,99.62,0.33,10/16/22,The Lion King,Minskoff Theatre,134.3,199,13517,1696,8,0
18,1777138,11462,100.42,0.16,10/16/22,MJ The Musical,Neil Simon Theatre,159.48,250,11143,1387,8,0
19,1325175.25,-5330.3,99.77,-0.09,10/16/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,127.72,0,10376,1300,8,0
20,2925463.08,-174244.72,99.65,0.2,10/16/22,The Music Man,Winter Garden Theatre,240.64,597,12157,1525,8,0
21,1603263.01,61407.31,100.86,-0.06,10/16/22,The Phantom of the Opera,Majestic Theatre,123.79,297,12951,1605,8,0
22,697281.5,-45980.4,89.38,9.42,10/16/22,The Piano Lesson,Ethel Barrymore Theatre,93.49,297,7458,1043,4,4
23,1225787,12386,97.44,1.54,10/16/22,SIX: The Musical,Lena Horne Theatre,152.52,249,8037,1031,8,0
24,656749.88,15024.38,84.79,-3.71,10/16/22,A Strange Loop,Lyceum Theatre,106.17,273,6186,912,8,0
25,220016.48,1237.28,85.77,13.39,10/16/22,Topdog/Underdog,John Golden Theatre,39.98,219,5503,802,0,8
26,1726236,-113121,97.13,-1.62,10/16/22,Wicked,Gershwin Theatre,119.02,250,14504,1867,8,0
0,344466,-4684.8,88.9,4.22,10/9/22,1776,American Airlines Theatre,66.99,248,5142,723,5,3
1,1307595.17,249697.44,97.71,2.74,10/9/22,Aladdin,New Amsterdam Theatre,96.86,199.5,13500,1727,8,0
2,695642.2,0,90.12,0,10/9/22,Almost Famous,Bernard B. Jacobs Theatre,107.37,247,6479,1027,0,7
3,1283973.7,486093.7,82.39,21.85,10/9/22,Beetlejuice,Marquis Theatre,121.6,249,10559,1602,8,0
4,1114345.55,125355.35,98.45,0.95,10/9/22,The Book of Mormon,Eugene O'Neill Theatre,132.72,0,8396,1066,8,0
5,657391.05,118353.8,85.32,11.49,10/9/22,Chicago,Ambassador Theatre,89.17,207,7372,1080,8,0
6,168683,28715,80.42,-3.78,10/9/22,Cost of Living,Samuel J. Friedman Theatre,41.95,279,4021,625,8,0
7,401451.25,-36846.5,90.1,16.98,10/9/22,Death of a Salesman,Hudson Theatre,57.12,299,7028,975,1,7
8,1682727.45,43798.75,99.82,0.43,10/9/22,Funny Girl,August Wilson Theatre,172.87,0,9734,1219,8,0
9,848930.75,189716.75,97.75,-0.43,10/9/22,Hadestown,Walter Kerr Theatre,118.25,0,7179,918,8,0
10,2158774,245913,96.65,6.83,10/9/22,Hamilton,Richard Rodgers Theatre,210.88,449,10237,1324,8,0
11,1469837.4,389344.45,93.56,10.41,10/9/22,Harry Potter and the Cursed Child,Lyric Theatre,121.07,276.5,12140,1622,8,0
12,1230128,224127,78.78,3.3,10/9/22,Into the Woods,St. James Theatre,120.45,0,10213,1621,8,0
13,334750.25,7749.1,70.5,3.55,10/9/22,The Kite Runner,Helen Hayes Theater,102.15,247,3277,581,8,0
14,904432.75,145445.24,80.87,-8.07,10/9/22,Leopoldstadt,Longacre Theatre,130.04,347,6955,1075,8,0
15,2066059,492067,99.29,1.77,10/9/22,The Lion King,Minskoff Theatre,153.37,199,13471,1696,8,0
16,1765676,37391,100.26,0.21,10/9/22,MJ The Musical,Neil Simon Theatre,158.71,250,11125,1387,8,0
17,1330505.55,116270.35,99.86,2.37,10/9/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,128.12,0,10385,1300,8,0
18,3099707.8,364850.3,99.45,4.35,10/9/22,The Music Man,Winter Garden Theatre,255.48,622,12133,1525,8,0
19,1541855.7,210831.72,100.92,2.72,10/9/22,The Phantom of the Opera,Majestic Theatre,118.99,277,12958,1605,8,0
20,743261.9,39211.3,79.96,9.59,10/9/22,The Piano Lesson,Ethel Barrymore Theatre,111.4,297,6672,1043,0,8
21,1213401,169295,95.9,3.91,10/9/22,SIX: The Musical,Lena Horne Theatre,153.4,249,7910,1031,8,0
22,641725.5,62371.5,88.5,9,10/9/22,A Strange Loop,Lyceum Theatre,99.38,273,6457,912,8,0
23,218779.2,-9981.7,72.38,-0.94,10/9/22,Topdog/Underdog,John Golden Theatre,47.11,273,4644,802,0,8
24,1839357,510701,98.75,14.88,10/9/22,Wicked,Gershwin Theatre,128.84,250,14276,1807,8,0
0,349150.8,6373.9,84.68,0.25,10/2/22,1776,American Airlines Theatre,71.28,248,4898,723,0,8
1,1057897.73,-98824.34,94.97,0.78,10/2/22,Aladdin,New Amsterdam Theatre,80.63,199.5,13121,1727,8,0
2,797880,-266089.5,60.54,-30.74,10/2/22,Beetlejuice,Marquis Theatre,102.83,249,7759,1602,8,0
3,988990.2,-39048.5,97.5,-1.62,10/2/22,The Book of Mormon,Eugene O'Neill Theatre,118.94,0,8315,1066,8,0
4,539037.25,-96075.95,73.83,-17.06,10/2/22,Chicago,Ambassador Theatre,84.5,197,6379,1080,8,0
5,1046553.7,102992.5,101.86,1.25,10/2/22,Come From Away,Gerald Schoenfeld Theatre,122.78,297,8524,1046,8,0
6,139968,2172,84.2,1.62,10/2/22,Cost of Living,Samuel J. Friedman Theatre,33.25,247,4210,625,0,8
7,438297.75,24869.5,73.12,-8.33,10/2/22,Death of a Salesman,Hudson Theatre,76.85,299,5703,975,0,8
8,1638928.7,-1441.55,99.39,1.16,10/2/22,Funny Girl,August Wilson Theatre,169.08,0,9693,1219,8,0
9,659214,-104791,98.18,-1.19,10/2/22,Hadestown,Walter Kerr Theatre,91.43,0,7210,918,8,0
10,1912861,-2467,89.82,-0.26,10/2/22,Hamilton,Richard Rodgers Theatre,201.06,449,9514,1324,8,0
11,1080492.95,-179803.3,83.15,-8.89,10/2/22,Harry Potter and the Cursed Child,Lyric Theatre,102.87,276.5,10503,1579,8,0
12,1006001,-137348.1,75.48,0.75,10/2/22,Into the Woods,St. James Theatre,121.07,0,8309,1376,8,0
13,327001.15,-29189.1,66.95,-7.79,10/2/22,The Kite Runner,Helen Hayes Theater,105.08,197,3112,581,8,0
14,758987.51,5831.01,88.94,10.11,10/2/22,Leopoldstadt,Longacre Theatre,99.23,347,7649,1075,1,7
15,1573992,-129446,97.52,1.91,10/2/22,The Lion King,Minskoff Theatre,118.96,199,13231,1696,8,0
16,1728285,-4510.5,100.05,-0.33,10/2/22,MJ The Musical,Neil Simon Theatre,155.69,250,11101,1387,8,0
17,1214235.2,-67662.4,97.49,-1.87,10/2/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,119.76,0,10139,1300,8,0
18,2734857.5,-69227,95.1,-1.44,10/2/22,The Music Man,Winter Garden Theatre,235.72,597,11602,1525,8,0
19,1331023.98,125660.38,98.2,-2.42,10/2/22,The Phantom of the Opera,Majestic Theatre,105.56,247,12609,1605,8,0
20,704050.6,-91255.5,70.37,-10.71,10/2/22,The Piano Lesson,Ethel Barrymore Theatre,119.9,297,5872,1043,0,8
21,1044106,-104637.5,91.99,-6.06,10/2/22,SIX: The Musical,Lena Horne Theatre,137.62,249,7587,1031,8,0
22,579354,-65356.37,79.5,-14.03,10/2/22,A Strange Loop,Lyceum Theatre,99.89,273,5800,912,8,0
23,228760.9,0,73.32,0,10/2/22,Topdog/Underdog,John Golden Theatre,48.63,273,4704,802,0,8
24,1328656,-168324.5,83.87,-13.55,10/2/22,Wicked,Gershwin Theatre,109.59,250,12124,1807,8,0
0,342776.9,160545.6,84.43,-7,9/25/22,1776,American Airlines Theatre,80.22,248,4273,723,0,7
1,1156722.07,43738.7,94.19,1.02,9/25/22,Aladdin,New Amsterdam Theatre,88.89,199.5,13013,1727,8,0
2,1063969.5,133172,91.28,8.59,9/25/22,Beetlejuice,Marquis Theatre,90.95,249,11698,1602,8,0
3,1028038.7,20042.2,99.12,0.59,9/25/22,The Book of Mormon,Eugene O'Neill Theatre,121.62,0,8453,1066,8,0
4,635113.2,18925.3,90.89,3.24,9/25/22,Chicago,Ambassador Theatre,80.88,197,7853,1080,8,0
5,943561.2,83545.7,100.61,0.1,9/25/22,Come From Away,Gerald Schoenfeld Theatre,112.08,247,8419,1046,8,0
6,137796,17009,82.58,3.19,9/25/22,Cost of Living,Samuel J. Friedman Theatre,38.14,247,3613,625,0,7
7,413428.25,320314,81.45,-16.6,9/25/22,Death of a Salesman,Hudson Theatre,86.76,299,4765,975,0,6
8,1640370.25,503852.05,98.23,13.89,9/25/22,Funny Girl,August Wilson Theatre,171.25,0,9579,1219,8,0
9,764005,7861.75,99.37,-0.36,9/25/22,Hadestown,Walter Kerr Theatre,104.69,0,7298,918,8,0
10,1915328,7177,90.08,-0.01,9/25/22,Hamilton,Richard Rodgers Theatre,200.75,449,9541,1324,8,0
11,1260296.25,78364.75,92.04,3.62,9/25/22,Harry Potter and the Cursed Child,Lyric Theatre,105.53,276.5,11943,1622,8,0
12,1143349.1,43342.9,74.73,4.19,9/25/22,Into the Woods,St. James Theatre,112.37,0,10175,1702,8,0
13,356190.25,-30725.85,74.74,-3.06,9/25/22,The Kite Runner,Helen Hayes Theater,102.53,197,3474,581,8,0
14,753156.5,196663.9,78.83,3.15,9/25/22,Leopoldstadt,Longacre Theatre,126.97,297,5932,1075,0,7
15,1703438,64351,95.61,0.22,9/25/22,The Lion King,Minskoff Theatre,131.31,199,12973,1696,8,0
16,1732795.5,8351.5,100.38,0.01,9/25/22,MJ The Musical,Neil Simon Theatre,155.58,250,11138,1387,8,0
17,1281897.6,-23540.7,99.36,-0.22,9/25/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,124.06,0,10333,1300,8,0
18,2804084.5,-149978.5,96.54,-0.74,9/25/22,The Music Man,Winter Garden Theatre,238.08,597,11778,1525,8,0
19,1205363.6,241191.25,100.62,11.33,9/25/22,The Phantom of the Opera,Majestic Theatre,93.29,247,12920,1605,8,0
20,795306.1,0,81.08,0,9/25/22,The Piano Lesson,Ethel Barrymore Theatre,134.34,297,5920,1043,0,7
21,1148743.5,44707.5,98.05,2.45,9/25/22,SIX: The Musical,Lena Horne Theatre,142.05,249,8087,1031,8,0
22,644710.37,-1712.77,93.53,0.79,9/25/22,A Strange Loop,Lyceum Theatre,94.48,273,6824,912,8,0
23,1496980.5,81993,97.42,5.08,9/25/22,Wicked,Gershwin Theatre,106.3,250,14083,1807,8,0
0,182231.3,0,91.43,0,9/18/22,1776,American Airlines Theatre,91.39,248,1994,727,0,3
1,1112983.37,3160.2,93.17,-1,9/18/22,Aladdin,New Amsterdam Theatre,86.46,179.5,12873,1727,8,0
2,930797.5,55172,82.69,5.12,9/18/22,Beetlejuice,Marquis Theatre,87.84,249,10597,1602,8,0
3,1007996.5,27435.65,98.53,0.25,9/18/22,The Book of Mormon,Eugene O'Neill Theatre,119.96,0,8403,1066,8,0
4,616187.9,-21013.7,87.65,-0.48,9/18/22,Chicago,Ambassador Theatre,81.37,197,7573,1080,8,0
5,860015.5,78842.2,100.51,1.93,9/18/22,Come From Away,Gerald Schoenfeld Theatre,102.25,247,8411,1046,8,0
6,120787,0,79.39,0,9/18/22,Cost of Living,Samuel J. Friedman Theatre,40.57,247,2977,625,0,6
7,1251593.39,201426.25,100.56,0.46,9/18/22,Dear Evan Hansen,Music Box Theatre,158.11,397,7916,984,8,0
8,93114.25,0,98.05,0,9/18/22,Death of a Salesman,Hudson Theatre,97.4,299,956,975,0,1
9,1136518.2,-502694.05,84.34,-11.47,9/18/22,Funny Girl,August Wilson Theatre,138.18,0,8225,1219,8,0
10,756143.25,27043,99.73,1.08,9/18/22,Hadestown,Walter Kerr Theatre,103.24,0,7324,918,8,0
11,1908151,24046,90.09,0.06,9/18/22,Hamilton,Richard Rodgers Theatre,199.97,449,9542,1324,8,0
12,1181931.5,18764.9,88.42,2.99,9/18/22,Harry Potter and the Cursed Child,Lyric Theatre,103.02,276.5,11473,1622,8,0
13,1100006.2,55205,70.54,2.58,9/18/22,Into the Woods,St. James Theatre,114.52,0,9605,1702,8,0
14,386916.1,46137.3,77.8,4.65,9/18/22,The Kite Runner,Helen Hayes Theater,107,197,3616,581,8,0
15,556492.6,0,75.68,0,9/18/22,Leopoldstadt,Longacre Theatre,136.8,297,4068,1075,0,5
16,1639087,58793,95.39,0.99,9/18/22,The Lion King,Minskoff Theatre,126.65,199,12942,1696,8,0
17,1724444,26154,100.37,0.01,9/18/22,MJ The Musical,Neil Simon Theatre,154.84,250,11137,1387,8,0
18,1305438.3,27482.05,99.58,0.19,9/18/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,126.06,0,10356,1300,8,0
19,2954063,0,97.28,0,9/18/22,The Music Man,Winter Garden Theatre,248.91,597,11868,1525,8,0
20,964172.35,96175.15,89.29,7.98,9/18/22,The Phantom of the Opera,Majestic Theatre,84.1,247,11465,1605,8,0
21,1104036,90928,95.6,3.82,9/18/22,SIX: The Musical,Lena Horne Theatre,140.02,249,7885,1031,8,0
22,646423.14,41330.14,92.74,4.64,9/18/22,A Strange Loop,Lyceum Theatre,95.54,273,6766,912,8,0
23,1414987.5,54887.5,92.34,1.59,9/18/22,Wicked,Gershwin Theatre,106,250,13349,1807,8,0
0,1109823.17,-72601,94.17,1.87,9/11/22,Aladdin,New Amsterdam Theatre,85.3,179.5,13011,1727,8,0
1,875625.5,-54924.5,77.57,6.96,9/11/22,Beetlejuice,Marquis Theatre,88.08,249,9941,1602,8,0
2,980560.85,-58344.55,98.28,1.07,9/11/22,The Book of Mormon,Eugene O'Neill Theatre,117,0,8381,1066,8,0
3,637201.6,77103.9,88.13,12.81,9/11/22,Chicago,Ambassador Theatre,83.69,197,7614,1080,8,0
4,781173.3,106186.83,98.58,10.54,9/11/22,Come From Away,Gerald Schoenfeld Theatre,94.7,247,8249,1046,8,0
5,1050167.14,-18655.86,100.1,-0.93,9/11/22,Dear Evan Hansen,Music Box Theatre,133.27,297,7880,984,8,0
6,1639212.25,979337.95,95.81,16.81,9/11/22,Funny Girl,August Wilson Theatre,175.45,0,9343,1219,8,0
7,729100.25,26910,98.65,3.93,9/11/22,Hadestown,Walter Kerr Theatre,100.63,0,7245,918,8,0
8,1884105,-221934,90.03,-3.8,9/11/22,Hamilton,Richard Rodgers Theatre,197.58,449,9536,1324,8,0
9,1163166.6,-269104.1,85.43,-1.49,9/11/22,Harry Potter and the Cursed Child,Lyric Theatre,104.93,276.5,11085,1622,8,0
10,1044801.2,-823060.35,67.96,-30.88,9/11/22,Into the Woods,St. James Theatre,112.9,0,9254,1702,8,0
11,340778.8,45816.2,73.15,-0.02,9/11/22,The Kite Runner,Helen Hayes Theater,100.23,197,3400,581,8,0
12,1580294,-177568,94.4,-1.26,9/11/22,The Lion King,Minskoff Theatre,123.38,199,12808,1696,8,0
13,1698290,-64269,100.36,-0.01,9/11/22,MJ The Musical,Neil Simon Theatre,152.5,250,11136,1387,8,0
14,1277956.25,57961.6,99.39,1.72,9/11/22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,123.63,0,10337,1300,8,0
15,867997.2,-47983.82,81.31,4.31,9/11/22,The Phantom of the Opera,Majestic Theatre,83.14,247,10440,1605,8,0
16,1013108,-154707,91.78,-0.53,9/11/22,SIX: The Musical,Lena Horne Theatre,133.83,249,7570,1031,8,0
17,605093,31202.22,88.1,-0.76,9/11/22,A Strange Loop,Lyceum Theatre,94.13,373,6428,912,8,0
18,1360100,-174285,90.75,3.41,9/11/22,Wicked,Gershwin Theatre,103.67,250,13119,1807,8,0
0,1182424.17,70834.26,92.3,8.74,9/4/22,Aladdin,New Amsterdam Theatre,92.72,199.5,12752,1727,8,0
1,930550,168384,70.61,10.44,9/4/22,Beetlejuice,Marquis Theatre,102.82,249,9050,1602,8,0
2,1038905.4,132801,97.21,3.5,9/4/22,The Book of Mormon,Eugene O'Neill Theatre,125.32,0,8290,1066,8,0
3,560097.7,69401.25,75.32,8.63,9/4/22,Chicago,Ambassador Theatre,86.06,197,6508,1080,8,0
4,674986.47,74571.55,88.04,6.26,9/4/22,Come From Away,Gerald Schoenfeld Theatre,91.62,247,7367,1046,8,0
5,1068823,27875.06,101.03,0.27,9/4/22,Dear Evan Hansen,Music Box Theatre,134.39,297,7953,984,8,0
6,659874.3,86727.6,79,8.35,9/4/22,Funny Girl,August Wilson Theatre,85.65,0,7704,1219,8,0
7,702190.25,21298.25,94.72,-0.91,9/4/22,Hadestown,Walter Kerr Theatre,100.95,0,6956,918,8,0
8,2106039,33070,93.83,-0.41,9/4/22,Hamilton,Richard Rodgers Theatre,211.9,449,9939,1324,8,0
9,1432270.7,140742.6,86.92,2.95,9/4/22,Harry Potter and the Cursed Child,Lyric Theatre,126.99,276.5,11279,1622,8,0
