,Gross,Diff,CapPct,DiffPct,Date,Show,Theater,Avg_Ticket,Top_Ticket,Seats_Sold,Capacity,Performances,Previews
37,896800.05,-144310.26,83.06,-6.46,6/1/25,Stranger Things: The First Shadow,Marquis Theatre,84.67,281,10592,1594,8,0
38,1253002.5,199629.02,88.75,-2.62,6/1/25,Sunset Boulevard,St. James Theatre,107.09,0,11701,1648,8,0
39,2302654,-51027,100,0,6/1/25,Wicked,Gershwin Theatre,149.45,352,15408,1926,8,0
0,897429.6,88442.2,98.43,4.86,5/25/25,& Juliet,Stephen Sondheim Theatre,111.08,324,8079,1026,8,0
1,1349125.8,199890.5,97.43,5.18,5/25/25,Aladdin,New Amsterdam Theatre,100.22,199.5,13461,1727,8,0
2,920183.55,84659.35,97.73,6.03,5/25/25,The Book of Mormon,Eugene O'Neill Theatre,110.41,249,8334,1066,8,0
3,528488.87,52059.47,82.3,5.33,5/25/25,BOOP! The Musical,Broadhurst Theatre,70.6,297,7486,1137,8,0
4,1240685.35,44584.85,101.36,1.35,5/25/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,145.86,425,8506,1049,8,0
5,903961.6,132885.2,88.05,2.35,5/25/25,Cabaret,August Wilson Theatre,119.94,349,7537,1070,8,0
6,211172.25,0,94.02,0,5/25/25,Call Me Izzy,Studio 54,119.98,377.5,1760,936,0,2
7,613267.45,69569.54,74.19,10.97,5/25/25,Chicago,Ambassador Theatre,95.67,237,6410,1080,8,0
8,566873,62529.9,86.95,1.82,5/25/25,Dead Outlaw,Longacre Theatre,77.76,297,7290,1048,8,0
9,1559924.15,229323.7,99.61,3.37,5/25/25,Death Becomes Her,Lunt-Fontanne Theatre,131.3,349,11881,1491,8,0
10,503699.5,-9370.5,75.99,1.44,5/25/25,Floyd Collins,Vivian Beaumont Theater,78.38,277,6426,1057,8,0
11,2750608,334511,97.52,-2.16,5/25/25,Glengarry Glen Ross,Palace Theatre,239.98,799,11462,1306,9,0
12,4238813.44,282845.18,102.11,0.14,5/25/25,"Good Night, and Good Luck",Winter Garden Theatre,337.59,825,12556,1537,8,0
13,1128846.1,171772.15,94.92,7.4,5/25/25,The Great Gatsby,Broadway Theatre,100.1,374,11277,1485,8,0
14,1144339.12,2160.22,73.92,0.13,5/25/25,Gypsy,Majestic Theatre,121.71,397,9402,1590,8,0
15,780700,134854,98.33,6.19,5/25/25,Hadestown,Walter Kerr Theatre,108.12,0,7221,918,8,0
16,1956761.5,161674.5,101.33,3,5/25/25,Hamilton,Richard Rodgers Theatre,182.31,349,10733,1324,8,0
17,1006717.65,216875.35,80.61,4.12,5/25/25,Harry Potter and the Cursed Child,Lyric Theatre,96.24,239,10460,1622,8,0
18,956229.8,-18825.96,88.35,5.61,5/25/25,Hell's Kitchen,Sam S. Shubert Theatre,92.86,297,10298,1457,8,0
19,676607.03,42243.93,102.32,0.59,5/25/25,John Proctor is the Villain,Booth Theatre,107.08,397,6319,772,8,0
20,1217521.52,56355.02,103.42,0.49,5/25/25,Just in Time,Circle in the Square Theatre,213.26,496.5,5709,690,8,0
21,535146.45,-28355.2,88.25,3.99,5/25/25,The Last Five Years,Hudson Theatre,78.31,425,6834,968,8,0
22,2055221.5,252384.75,98.7,3.44,5/25/25,The Lion King,Minskoff Theatre,153.47,237,13392,1696,8,0
23,1091668.45,87044.27,101.77,0.77,5/25/25,Maybe Happy Ending,Belasco Theatre,137.8,425,7922,973,8,0
24,1241899.55,98992.25,87.96,1.87,5/25/25,MJ The Musical,Neil Simon Theatre,127.24,329,9760,1387,8,0
25,1277854,125380.8,98.41,1.08,5/25/25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,124.85,0,10235,1300,8,0
26,1188742.14,84345.78,100,0,5/25/25,"Oh, Mary!",Lyceum Theatre,166.03,375,7160,895,8,0
27,800367.25,42450.85,100,1.72,5/25/25,Operation Mincemeat,John Golden Theatre,126.64,475,6320,790,8,0
28,3327505.56,121477.02,100,0,5/25/25,Othello,Ethel Barrymore Theatre,398.79,897,8344,1043,8,0
29,1268157.55,103674.05,101.45,1.45,5/25/25,The Outsiders,Bernard B. Jacobs Theatre,152.59,497,8311,1024,8,0
30,1113390.5,-211235.14,101.16,0.54,5/25/25,The Picture of Dorian Gray,Music Box Theatre,184.37,497,6039,995,6,0
31,545763.1,49534.7,97.89,8.05,5/25/25,Pirates! The Penzance Musical,Todd Haimes Theatre,95.87,372,5693,727,8,0
32,604893.3,46409.69,99.98,2.58,5/25/25,Purpose,Helen Hayes Theater,130.17,300,4647,581,8,0
33,405420.25,54139.45,72.61,8.97,5/25/25,Real Women Have Curves,James Earl Jones Theatre,66.16,275,6128,1055,8,0
34,712632.25,95296.75,83.89,11.84,5/25/25,SIX: The Musical,Lena Horne Theatre,103,269,6919,1031,8,0
35,872705.9,81991.15,83.58,5.11,5/25/25,Smash,Imperial Theatre,92.51,297,9434,1411,8,0
36,633935,14365,91,-2.49,5/25/25,Stephen Sondheim's Old Friends,Samuel J. Friedman Theatre,135.43,400,4681,643,8,0
37,1041110.31,165999.7,89.52,9.57,5/25/25,Stranger Things: The First Shadow,Marquis Theatre,91.2,279,11416,1594,8,0
38,1053373.48,-208747.32,91.37,3.12,5/25/25,Sunset Boulevard,St. James Theatre,97.3,0,10826,1481,8,0
39,2353681,217084,100,0,5/25/25,Wicked,Gershwin Theatre,152.76,352,15408,1926,8,0
0,808987.4,886.2,93.57,1.4,5/18/25,& Juliet,Stephen Sondheim Theatre,105.34,324,7680,1026,8,0
1,1149235.3,105384.1,92.25,0.06,5/18/25,Aladdin,New Amsterdam Theatre,90.17,179.5,12745,1727,8,0
2,835524.2,107663.1,91.7,5.68,5/18/25,The Book of Mormon,Eugene O'Neill Theatre,106.84,269,7820,1066,8,0
3,476429.4,-37899.8,76.97,-1.37,5/18/25,BOOP! The Musical,Broadhurst Theatre,68.05,297,7001,1137,8,0
4,1196100.5,31796.08,100.01,0.69,5/18/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,142.51,475,8393,1049,8,0
5,771076.4,-51091.2,85.7,-2.79,5/18/25,Cabaret,August Wilson Theatre,105.11,0,7336,1070,8,0
6,543697.91,7229.31,63.22,-0.61,5/18/25,Chicago,Ambassador Theatre,99.54,237,5462,1080,8,0
7,504343.1,-3412.48,85.13,0.4,5/18/25,Dead Outlaw,Longacre Theatre,70.67,297,7137,1048,8,0
8,1330600.45,-13266.25,96.24,-2.12,5/18/25,Death Becomes Her,Lunt-Fontanne Theatre,115.91,325,11480,1491,8,0
9,513070,1237,74.55,-2.02,5/18/25,Floyd Collins,Vivian Beaumont Theater,81.39,277,6304,1057,8,0
10,2416097,-19292,99.68,0.11,5/18/25,Glengarry Glen Ross,Palace Theatre,231.98,799,10415,1306,8,0
11,3955968.26,143803.08,101.97,0.22,5/18/25,"Good Night, and Good Luck",Winter Garden Theatre,315.52,805,12538,1537,8,0
12,957073.95,13292.15,87.52,3.13,5/18/25,The Great Gatsby,Broadway Theatre,92.05,277,10397,1485,8,0
13,1142178.9,-38047.91,73.79,-2.55,5/18/25,Gypsy,Majestic Theatre,121.69,397,9386,1590,8,0
14,645846,51027.5,92.14,-2.28,5/18/25,Hadestown,Walter Kerr Theatre,95.44,0,6767,918,8,0
15,1795087,134395.5,98.33,0.33,5/18/25,Hamilton,Richard Rodgers Theatre,172.36,325,10415,1324,8,0
16,789842.3,79379.9,76.49,0.72,5/18/25,Harry Potter and the Cursed Child,Lyric Theatre,79.58,199,9925,1622,8,0
17,975055.76,-89706.97,82.74,-10.33,5/18/25,Hell's Kitchen,Sam S. Shubert Theatre,101.1,323,9644,1457,8,0
18,634363.1,37851.86,101.73,0.21,5/18/25,John Proctor is the Villain,Booth Theatre,100.97,375,6283,772,8,0
19,1161166.5,-11944,102.93,-0.06,5/18/25,Just in Time,Circle in the Square Theatre,204.36,496.5,5682,690,8,0
20,563501.65,-252.6,84.26,6.6,5/18/25,The Last Five Years,Hudson Theatre,86.36,425,6525,968,8,0
21,1802836.75,6976.8,95.26,1.66,5/18/25,The Lion King,Minskoff Theatre,139.48,209,12925,1696,8,0
22,1004624.18,3697.36,101,1.54,5/18/25,Maybe Happy Ending,Belasco Theatre,127.78,425,7862,973,8,0
23,1142907.3,-71670.7,86.09,-3.88,5/18/25,MJ The Musical,Neil Simon Theatre,119.64,269,9553,1387,8,0
24,1152473.2,4288.8,97.33,0.23,5/18/25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,113.86,0,10122,1300,8,0
25,1104396.36,62618.46,100,5.43,5/18/25,"Oh, Mary!",Lyceum Theatre,154.25,375,7160,895,8,0
26,757916.4,-3785.71,98.28,1.37,5/18/25,Operation Mincemeat,John Golden Theatre,122.03,325,6211,790,8,0
27,3206028.54,-23367.02,100,0,5/18/25,Othello,Ethel Barrymore Theatre,384.23,897,8344,1043,8,0
28,1164483.5,62451.06,100,0.46,5/18/25,The Outsiders,Bernard B. Jacobs Theatre,142.15,398,8192,1024,8,0
29,1324625.64,120387.64,100.62,-0.44,5/18/25,The Picture of Dorian Gray,Music Box Theatre,189.02,497,7008,995,7,0
30,496228.4,-34171.6,89.84,-3.08,5/18/25,Pirates! The Penzance Musical,Todd Haimes Theatre,94.97,342,5225,727,8,0
31,558483.61,35792.61,97.4,-0.51,5/18/25,Purpose,Helen Hayes Theater,123.37,280,4527,581,8,0
32,351280.8,-34525.33,63.64,-2.59,5/18/25,Real Women Have Curves,James Earl Jones Theatre,65.4,275,5371,1055,8,0
33,818697.4,191581,84.68,9.96,5/18/25,Redwood,Nederlander Theatre,104.81,476,7811,1153,8,0
34,617335.5,7265,72.05,-6.3,5/18/25,SIX: The Musical,Lena Horne Theatre,103.88,269,5943,1031,8,0
35,790714.75,-47646.97,78.47,1.49,5/18/25,Smash,Imperial Theatre,89.27,297,8858,1411,8,0
36,619570,-27933,93.49,-0.97,5/18/25,Stephen Sondheim's Old Friends,Samuel J. Friedman Theatre,128.84,400,4809,643,8,0
37,875110.61,-5179.13,79.95,-2.8,5/18/25,Stranger Things: The First Shadow,Marquis Theatre,85.84,281,10195,1594,8,0
38,1262120.8,146710.7,88.25,7.1,5/18/25,Sunset Boulevard,St. James Theatre,108.48,0,11635,1648,8,0
39,2136597,7723,100,0,5/18/25,Wicked,Gershwin Theatre,138.67,352,15408,1926,8,0
0,808101.2,26349.9,92.17,0.84,5/11/25,& Juliet,Stephen Sondheim Theatre,106.82,324,7565,1026,8,0
1,1043851.2,-239598.4,92.19,-1.77,5/11/25,Aladdin,New Amsterdam Theatre,81.95,179.5,12737,1727,8,0
2,727861.1,7675.64,86.02,0.55,5/11/25,The Book of Mormon,Eugene O'Neill Theatre,99.22,229,7336,1066,8,0
3,514329.2,6307.6,78.34,-0.6,5/11/25,BOOP! The Musical,Broadhurst Theatre,72.18,297,7126,1137,8,0
4,1164304.42,88395.02,99.32,4.13,5/11/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,139.69,451,8335,1049,8,0
5,822167.6,71181.6,88.49,8.65,5/11/25,Cabaret,August Wilson Theatre,108.54,0,7575,1070,8,0
6,536468.6,-48032.25,63.83,-4.65,5/11/25,Chicago,Ambassador Theatre,97.27,237,5515,1080,8,0
7,507755.58,23067.08,84.73,-1.05,5/11/25,Dead Outlaw,Longacre Theatre,71.47,297,7104,1048,8,0
8,1343866.7,267678.35,98.36,8.44,5/11/25,Death Becomes Her,Lunt-Fontanne Theatre,114.55,299,11732,1491,8,0
9,511833,10091,76.57,8.52,5/11/25,Floyd Collins,Vivian Beaumont Theater,79.05,277,6475,1057,8,0
10,2435389,108533,99.57,2.11,5/11/25,Glengarry Glen Ross,Palace Theatre,234.1,799,10403,1306,8,0
11,3812165.18,-191316.32,101.75,-0.2,5/11/25,"Good Night, and Good Luck",Winter Garden Theatre,304.71,795,12511,1537,8,0
12,943781.8,35488.15,84.39,0.83,5/11/25,The Great Gatsby,Broadway Theatre,94.13,277,10026,1485,8,0
13,1180226.81,63141.61,76.34,-0.92,5/11/25,Gypsy,Majestic Theatre,121.55,397,9710,1590,8,0
14,594818.5,-19241,94.42,3.51,5/11/25,Hadestown,Walter Kerr Theatre,85.78,0,6934,918,8,0
15,1660691.5,-13799.5,98,2.61,5/11/25,Hamilton,Richard Rodgers Theatre,159.99,325,10380,1324,8,0
16,710462.4,-104497.5,75.77,4.58,5/11/25,Harry Potter and the Cursed Child,Lyric Theatre,80.84,199,8789,1450,8,0
17,1064762.73,152983.38,93.07,7.99,5/11/25,Hell's Kitchen,Sam S. Shubert Theatre,98.15,323,10848,1457,8,0
18,596511.24,93924.76,101.52,5.62,5/11/25,John Proctor is the Villain,Booth Theatre,95.14,375,6270,772,8,0
19,1173110.5,54099.5,102.99,-0.36,5/11/25,Just in Time,Circle in the Square Theatre,206.35,496.5,5685,690,8,0
20,563754.25,-49747.2,77.66,-6.21,5/11/25,The Last Five Years,Hudson Theatre,93.74,425,6014,968,8,0
21,1795859.95,-203869.05,93.6,-2.67,5/11/25,The Lion King,Minskoff Theatre,141.42,209,12699,1696,8,0
22,1000926.82,97518.82,99.46,2.13,5/11/25,Maybe Happy Ending,Belasco Theatre,129.29,375,7742,973,8,0
23,1214578,-13268.1,89.97,1.64,5/11/25,MJ The Musical,Neil Simon Theatre,121.66,269,9983,1387,8,0
24,1148184.4,-30677.1,97.1,0.46,5/11/25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,113.7,0,10098,1300,8,0
25,1041777.9,-12.54,94.57,-5.04,5/11/25,"Oh, Mary!",Lyceum Theatre,153.86,375,6771,895,8,0
26,761702.11,17231.6,96.91,1.29,5/11/25,Operation Mincemeat,John Golden Theatre,124.36,325,6125,790,8,0
27,3229395.56,163667.56,100,0,5/11/25,Othello,Ethel Barrymore Theatre,387.03,897,8344,1043,8,0
28,1102032.44,-22955.8,99.54,0.03,5/11/25,The Outsiders,Bernard B. Jacobs Theatre,135.15,497,8154,1024,8,0
29,1204238,-140593.26,101.06,0.53,5/11/25,The Picture of Dorian Gray,Music Box Theatre,199.61,497,6033,995,6,0
30,530400,58814.4,92.92,-2.47,5/11/25,Pirates! The Penzance Musical,Todd Haimes Theatre,98.15,357,5404,727,8,0
31,522691,102434.7,97.91,7.29,5/11/25,Purpose,Helen Hayes Theater,114.85,330,4551,581,8,0
32,385806.13,68384.03,66.23,-4.95,5/11/25,Real Women Have Curves,James Earl Jones Theatre,69.02,275,5590,1055,8,0
33,627116.4,61947.45,74.72,-2.2,5/11/25,Redwood,Nederlander Theatre,90.99,374,6892,1153,8,0
34,610070.5,-8661.5,78.35,2.17,5/11/25,SIX: The Musical,Lena Horne Theatre,94.41,269,6462,1031,8,0
35,838361.72,-71343.31,76.98,-1.71,5/11/25,Smash,Imperial Theatre,96.47,297,8690,1411,8,0
36,647503,51595,94.46,-2.02,5/11/25,Stephen Sondheim's Old Friends,Samuel J. Friedman Theatre,133.26,400,4859,643,8,0
37,880289.74,-26202.08,82.75,5.88,5/11/25,Stranger Things: The First Shadow,Marquis Theatre,83.42,281,10552,1594,8,0
38,1115410.1,94439.22,81.15,0.05,5/11/25,Sunset Boulevard,St. James Theatre,104.25,0,10699,1648,8,0
39,2128874,-103194,100,0,5/11/25,Wicked,Gershwin Theatre,138.17,352,15408,1926,8,0
0,781751.3,-252741.3,91.33,-7.28,5/4/25,& Juliet,Stephen Sondheim Theatre,104.29,324,7496,1026,8,0
1,1283449.6,-225765.3,93.96,-4.94,5/4/25,Aladdin,New Amsterdam Theatre,98.87,225.5,12981,1727,8,0
2,720185.46,-118646.64,85.47,-7.83,5/4/25,The Book of Mormon,Eugene O'Neill Theatre,98.8,229,7289,1066,8,0
3,508021.6,-41807.78,78.94,2.85,5/4/25,BOOP! The Musical,Broadhurst Theatre,70.76,297,7180,1137,8,0
4,1075909.4,32712.5,95.19,0.99,5/4/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,134.69,347,7988,1049,8,0
5,750986,-141176,79.84,-9.98,5/4/25,Cabaret,August Wilson Theatre,109.89,0,6834,1070,8,0
6,584500.85,-86738.05,68.48,-9.01,5/4/25,Chicago,Ambassador Theatre,98.78,237,5917,1080,8,0
7,484688.5,41953.2,85.78,-5.33,5/4/25,Dead Outlaw,Longacre Theatre,67.39,297,7192,1048,8,0
8,1076188.35,-100367.75,89.92,-1.7,5/4/25,Death Becomes Her,Lunt-Fontanne Theatre,100.33,275,10726,1491,8,0
9,501742,-10667,68.05,-13.81,5/4/25,Floyd Collins,Vivian Beaumont Theater,87.2,277,5754,1057,8,0
10,2326856,19904,97.46,-1.85,5/4/25,Glengarry Glen Ross,Palace Theatre,228.5,799,10183,1306,8,0
11,4003481.5,62540,101.95,0.07,5/4/25,"Good Night, and Good Luck",Winter Garden Theatre,319.36,825,12536,1537,8,0
12,908293.65,-208758.16,83.56,-12.1,5/4/25,The Great Gatsby,Broadway Theatre,91.5,277,9927,1485,8,0
13,1117085.2,-123341.16,77.26,5.29,5/4/25,Gypsy,Majestic Theatre,113.68,397,9827,1590,8,0
14,614059.5,-177407,90.91,-6.83,5/4/25,Hadestown,Walter Kerr Theatre,93.71,0,6553,901,8,0
15,1674491,-308925,95.39,-4.7,5/4/25,Hamilton,Richard Rodgers Theatre,165.73,325,10104,1324,8,0
16,814959.9,-196990.7,71.19,-10.9,5/4/25,Harry Potter and the Cursed Child,Lyric Theatre,88.23,219,9237,1622,8,0
17,911779.35,-270836.69,85.08,-8.36,5/4/25,Hell's Kitchen,Sam S. Shubert Theatre,91.94,297,9917,1457,8,0
18,502586.48,-13767.69,95.9,-1.72,5/4/25,John Proctor is the Villain,Booth Theatre,84.85,375,5923,772,8,0
19,1119011,213493.9,103.35,-2.83,5/4/25,Just in Time,Circle in the Square Theatre,196.15,496.5,5705,690,8,0
20,613501.45,-146227.05,83.87,-8.7,5/4/25,The Last Five Years,Hudson Theatre,94.46,425,6495,968,8,0
21,1999729,-320876,96.27,-2.15,5/4/25,The Lion King,Minskoff Theatre,153.1,222,13062,1696,8,0
22,903408,10654.61,97.33,3.68,5/4/25,Maybe Happy Ending,Belasco Theatre,119.25,297,7576,973,8,0
23,1227846.1,-272219.5,88.33,-6.05,5/4/25,MJ The Musical,Neil Simon Theatre,125.28,269,9801,1387,8,0
24,1178861.5,-35162,96.64,-0.45,5/4/25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,117.29,0,10051,1300,8,0
25,1041790.44,-15438.9,99.61,-0.08,5/4/25,"Oh, Mary!",Lyceum Theatre,146.07,375,7132,895,8,0
26,744470.51,-49023.45,95.62,-0.91,5/4/25,Operation Mincemeat,John Golden Theatre,123.2,325,6043,790,8,0
27,3065728,-56317,100,0,5/4/25,Othello,Ethel Barrymore Theatre,367.42,897,8344,1043,8,0
28,1124988.24,-204211.86,99.51,-2.3,5/4/25,The Outsiders,Bernard B. Jacobs Theatre,138,497,8152,1024,8,0
29,1344831.26,25612.38,100.53,-0.14,5/4/25,The Picture of Dorian Gray,Music Box Theatre,168.06,497,8002,995,8,0
30,471585.6,-16688.9,95.39,-2.65,5/4/25,Pirates! The Penzance Musical,Todd Haimes Theatre,85,344,5548,727,8,0
31,420256.3,-30373.7,90.62,3.89,5/4/25,Purpose,Helen Hayes Theater,99.78,280,4212,581,8,0
32,317422.1,-50544.33,71.18,-14.65,5/4/25,Real Women Have Curves,James Earl Jones Theatre,52.83,275,6008,1055,8,0
33,565168.95,-77758.1,76.92,1.62,5/4/25,Redwood,Nederlander Theatre,79.66,374,7095,1153,8,0
34,618732,-111818.7,76.18,-5.78,5/4/25,SIX: The Musical,Lena Horne Theatre,98.48,269,6283,1031,8,0
35,909705.03,-71269.67,78.69,-4.08,5/4/25,Smash,Imperial Theatre,102.42,305,8882,1411,8,0
36,595908,-62008,96.48,-1.58,5/4/25,Stephen Sondheim's Old Friends,Samuel J. Friedman Theatre,120.07,400,4963,643,8,0
37,906491.82,-174228.21,76.87,-18.53,5/4/25,Stranger Things: The First Shadow,Marquis Theatre,92.48,281,9802,1594,8,0
38,1020970.88,25158.18,81.1,-2.61,5/4/25,Sunset Boulevard,St. James Theatre,95.49,0,10692,1648,8,0
39,2232068,-345699,100,0,5/4/25,Wicked,Gershwin Theatre,144.86,352,15408,1926,8,0
0,1034492.6,-82933.8,98.61,0.02,4/27/25,& Juliet,Stephen Sondheim Theatre,127.81,324,8094,1026,8,0
1,1509214.9,-518508,98.9,0.26,4/27/25,Aladdin,New Amsterdam Theatre,110.45,225.5,13664,1727,8,0
2,838832.1,-139727.45,93.3,-4.31,4/27/25,The Book of Mormon,Eugene O'Neill Theatre,105.42,249,7957,1066,8,0
3,549829.38,-109977.02,76.09,-9.23,4/27/25,BOOP! The Musical,Broadhurst Theatre,79.44,297,6921,1137,8,0
4,1043196.9,-29354.1,94.2,-5.37,4/27/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,131.97,375,7905,1049,8,0
5,892162,-150651.8,89.82,-6.85,4/27/25,Cabaret,August Wilson Theatre,116.03,0,7689,1070,8,0
6,671238.9,-213767.78,77.49,-14.82,4/27/25,Chicago,Ambassador Theatre,100.26,237,6695,1080,8,0
7,442735.3,37325.1,91.11,-7.67,4/27/25,Dead Outlaw,Longacre Theatre,57.96,297,7639,1048,1,7
8,1176556.1,39134.55,91.62,-1.94,4/27/25,Death Becomes Her,Lunt-Fontanne Theatre,107.65,299,10929,1491,8,0
9,512409,-60698,81.86,-4.02,4/27/25,Floyd Collins,Vivian Beaumont Theater,74.03,277,6922,1057,8,0
10,2306952,-55564,99.31,-0.45,4/27/25,Glengarry Glen Ross,Palace Theatre,222.34,699,10376,1306,8,0
11,3940941.5,58851.36,101.88,-0.04,4/27/25,"Good Night, and Good Luck",Winter Garden Theatre,314.6,825,12527,1537,8,0
12,1117051.81,-159446.98,95.66,-0.8,4/27/25,The Great Gatsby,Broadway Theatre,98.3,277,11364,1485,8,0
13,1240426.36,74611.6,71.97,-5.37,4/27/25,Gypsy,Majestic Theatre,135.49,397,9155,1590,8,0
14,791466.5,-101973,97.74,-1.35,4/27/25,Hadestown,Walter Kerr Theatre,110.26,0,7178,918,8,0
15,1983416,-180877,100.09,-1.18,4/27/25,Hamilton,Richard Rodgers Theatre,187.08,349,10602,1324,8,0
16,1011950.6,-600769.85,82.09,-16.72,4/27/25,Harry Potter and the Cursed Child,Lyric Theatre,108.57,269,9321,1622,7,0
17,1182616.04,-5122.67,93.44,-3.31,4/27/25,Hell's Kitchen,Sam S. Shubert Theatre,108.59,297,10891,1457,8,0
18,516354.17,20643.64,97.62,-3.63,4/27/25,John Proctor is the Villain,Booth Theatre,85.65,305,6029,772,8,0
19,905517.1,57705.3,106.18,2.79,4/27/25,Just in Time,Circle in the Square Theatre,159.11,496.5,5691,670,2,6
20,759728.5,-45608.35,92.57,-2.39,4/27/25,The Last Five Years,Hudson Theatre,105.97,425,7169,968,8,0
21,2320605,-619892,98.42,-0.56,4/27/25,The Lion King,Minskoff Theatre,173.79,259,13353,1696,8,0
22,892753.39,-82335.21,93.65,-5.9,4/27/25,Maybe Happy Ending,Belasco Theatre,122.46,297,7290,973,8,0
23,1500065.6,-219798.5,94.38,-3.4,4/27/25,MJ The Musical,Neil Simon Theatre,143.25,329,10472,1387,8,0
24,1214023.5,-160653.1,97.09,-2.35,4/27/25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,120.24,0,10097,1300,8,0
25,1057229.34,-55789.46,99.69,-0.09,4/27/25,"Oh, Mary!",Lyceum Theatre,148.11,375,7138,895,8,0
26,793493.96,-19094.8,96.53,-3,4/27/25,Operation Mincemeat,John Golden Theatre,130.06,475,6101,790,8,0
27,3122045,-6884.38,100,0.28,4/27/25,Othello,Ethel Barrymore Theatre,374.17,897,8344,1043,8,0
28,1329200.1,-125680.88,101.81,-0.4,4/27/25,The Outsiders,Bernard B. Jacobs Theatre,159.38,497,8340,1024,8,0
29,1319218.88,180140.88,100.67,-0.13,4/27/25,The Picture of Dorian Gray,Music Box Theatre,188.14,497,7012,995,7,0
30,488274.5,-21601.4,98.04,0.86,4/27/25,Pirates! The Penzance Musical,Todd Haimes Theatre,85.63,312,5702,727,5,3
31,450630,40006,86.73,-6.82,4/27/25,Purpose,Helen Hayes Theater,111.79,330,4031,581,8,0
32,367966.43,8307.27,85.83,12.44,4/27/25,Real Women Have Curves,James Earl Jones Theatre,50.8,275,7244,1055,1,7
33,642927.05,-59833.1,75.3,-7.83,4/27/25,Redwood,Nederlander Theatre,92.56,374,6946,1153,8,0
34,730550.7,-192659.55,81.96,-10.47,4/27/25,SIX: The Musical,Lena Horne Theatre,108.07,269,6760,1031,8,0
35,980974.7,-34617.2,82.77,-5.52,4/27/25,Smash,Imperial Theatre,105,305,9343,1411,8,0
36,657916,59308,98.06,8.77,4/27/25,Stephen Sondheim's Old Friends,Samuel J. Friedman Theatre,130.44,400,5044,643,8,0
37,1080720.03,-74649.48,95.4,-4.73,4/27/25,Stranger Things: The First Shadow,Marquis Theatre,88.84,281,12165,1594,7,1
38,995812.7,382293.7,83.71,-2.01,4/27/25,Sunset Boulevard,St. James Theatre,103.12,0,9657,1648,7,0
39,2577767,-755510,100,0,4/27/25,Wicked,Gershwin Theatre,167.3,352,15408,1926,8,0
0,1117426.4,210899.7,98.59,4.17,4/20/25,& Juliet,Stephen Sondheim Theatre,138.09,324,8092,1026,8,0
1,2027722.9,602371.9,98.64,2.66,4/20/25,Aladdin,New Amsterdam Theatre,132.25,249.5,15332,1727,9,0
2,978559.55,155920.08,97.61,6.7,4/20/25,The Book of Mormon,Eugene O'Neill Theatre,117.56,269,8324,1066,8,0
3,659806.4,111089.83,85.32,1.91,4/20/25,BOOP! The Musical,Broadhurst Theatre,85.02,297,7761,1137,8,0
4,1072551,113686.35,99.57,7.59,4/20/25,Buena Vista Social Club,Gerald Schoenfeld Theatre,128.36,325,8356,1049,8,0
5,1042813.8,196180.4,96.67,6.16,4/20/25,Cabaret,August Wilson Theatre,126.02,0,8275,1070,8,0
6,885006.68,256399.83,92.31,19.54,4/20/25,Chicago,Ambassador Theatre,110.96,237,7976,1080,8,0
7,405410.2,298971.9,98.78,-1.22,4/20/25,Dead Outlaw,Longacre Theatre,65.27,297,6211,1048,0,6
8,1137421.55,27704.15,93.56,2.61,4/20/25,Death Becomes Her,Lunt-Fontanne Theatre,101.92,275,11160,1491,8,0
9,573107,85853,85.88,11.74,4/20/25,Floyd Collins,Vivian Beaumont Theater,78.92,277,7262,1057,0,8
10,2362516,154317,99.76,0,4/20/25,Glengarry Glen Ross,Palace Theatre,226.66,699,10423,1306,8,0
11,3882090.14,98062.26,101.92,0.49,4/20/25,"Good Night, and Good Luck",Winter Garden Theatre,309.77,825,12532,1537,8,0
12,1276498.79,206271.68,96.46,4.85,4/20/25,The Great Gatsby,Broadway Theatre,111.4,344,11459,1485,8,0
13,1165814.76,10975.34,77.34,2.43,4/20/25,Gypsy,Majestic Theatre,118.5,397,9838,1590,8,0
14,893439.5,95160,99.09,3.3,4/20/25,Hadestown,Walter Kerr Theatre,122.78,0,7277,918,8,0
