DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
09X593,South Bronx International Middle School,X593,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,7,15.60%,38,84.40%,0,0.00%,0,0.00%,100.00%,5,11.10%,40,88.90%,40,88.90%,95.40%,45,$0.00 
09X594,M.S. 594,X594,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.50%,55,27.90%,138,70.10%,2,1.00%,1,0.50%,99.50%,60,30.50%,60,30.50%,186,94.40%,93.10%,197,$0.00 
10X033,P.S. 033 Timothy Dwight,X033,,,,,,6,0.70%,87,9.80%,765,86.00%,22,2.50%,10,1.10%,98.90%,186,20.90%,215,24.20%,806,90.60%,94.70%,890,$0.00 
10X054,P.S./I.S. 54,X054,X,"$1,029.61 ",$0.00 ,$15.00 ,"$1,014.61 ",12,2.50%,110,23.20%,343,72.20%,3,0.60%,7,1.50%,98.50%,100,21.10%,73,15.40%,457,96.20%,92.80%,475,$0.00 
10X080,J.H.S. 080 The Mosholu Parkway,X080,,,,,,73,11.20%,87,13.30%,460,70.60%,8,1.20%,24,3.70%,96.30%,164,25.20%,206,31.60%,576,88.30%,89.80%,652,$0.00 
10X091,P.S. 091 Bronx,X091,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,23,3.60%,95,14.70%,504,78.00%,12,1.90%,12,1.90%,98.10%,137,21.20%,261,40.40%,618,95.70%,94.20%,646,$0.00 
10X094,P.S. 094 Kings College School,X094,X,"$3,132.03 ",$0.00 ,$105.00 ,"$33,027.03 ",105,8.60%,190,15.60%,849,69.60%,30,2.50%,46,3.80%,96.20%,284,23.30%,311,25.50%,1136,93.10%,91.60%,1220,$0.00 
10X095,P.S. 095 Sheila Mencher,X095,,,,,,70,5.70%,202,16.40%,880,71.50%,24,2.00%,54,4.40%,95.60%,264,21.50%,199,16.20%,997,81.10%,86.10%,1230,$0.00 
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),X141,,,,,,112,7.40%,144,9.50%,840,55.50%,22,1.50%,395,26.10%,73.90%,283,18.70%,106,7.00%,768,50.80%,46.90%,1513,$0.00 
10X206,I.S. 206 Ann Mersereau,X206,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,2.60%,29,12.70%,190,83.00%,2,0.90%,2,0.90%,99.10%,67,29.30%,76,33.20%,213,93.00%,96.10%,229,$0.00 
10X207,P.S. 207,X207,,,,,,20,6.00%,32,9.50%,259,77.10%,3,0.90%,22,6.50%,93.50%,73,21.70%,89,26.50%,304,90.50%,88.20%,336,$0.00 
10X209,P.S. 209,X209,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.40%,53,19.20%,220,79.70%,1,0.40%,1,0.40%,99.60%,75,27.20%,61,22.10%,259,93.80%,91.20%,276,$0.00 
10X213,Bronx Engineering and Technology Academy,X213,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,18,4.80%,104,27.60%,242,64.20%,4,1.10%,9,2.40%,97.60%,93,24.70%,70,18.60%,350,92.80%,86.70%,377,$0.00 
10X225,Theatre Arts Production Company School,X225,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12,2.20%,130,24.10%,384,71.10%,5,0.90%,9,1.70%,98.30%,127,23.50%,41,7.60%,428,79.30%,87.30%,540,$0.00 
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",X237,X,$286.00 ,$0.00 ,$0.00 ,$286.00 ,14,3.30%,124,28.80%,268,62.30%,8,1.90%,16,3.70%,96.30%,101,23.50%,55,12.80%,326,75.80%,84.40%,430,$0.00 
10X243,West Bronx Academy for the Future,X243,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12,2.00%,109,17.90%,477,78.30%,4,0.70%,7,1.10%,98.90%,160,26.30%,74,12.20%,574,94.30%,91.70%,609,$0.00 
10X244,The New School for Leadership and Journalism,X244,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,26,3.50%,79,10.60%,624,83.40%,7,0.90%,12,1.60%,98.40%,166,22.20%,174,23.30%,734,98.10%,87.60%,748,$0.00 
10X246,P.S. 246 Poe Center,X246,,,,,,16,2.30%,48,7.00%,590,86.40%,4,0.60%,25,3.70%,96.30%,148,21.70%,260,38.10%,625,91.50%,94.10%,683,$0.00 
10X254,I.S. 254,X254,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12,2.40%,78,15.80%,398,80.70%,2,0.40%,3,0.60%,99.40%,139,28.20%,184,37.30%,436,88.40%,92.60%,493,$0.00 
10X268,Kingsbridge International High School,X268,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,16,3.30%,16,3.30%,443,90.20%,3,0.60%,13,2.60%,97.40%,21,4.30%,428,87.20%,472,96.10%,98.60%,491,$0.00 
10X284,Bronx School of Law and Finance,X284,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.10%,80,21.70%,267,72.40%,6,1.60%,12,3.30%,96.70%,78,21.10%,80,21.70%,325,88.10%,89.00%,369,$0.00 
10X291,P.S. 291,X291,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,0.70%,45,7.50%,550,91.50%,0,0.00%,2,0.30%,99.70%,107,17.80%,172,28.60%,600,99.80%,92.60%,601,$0.00 
10X308,Bronx Dance Academy School,X308,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.50%,52,19.20%,212,78.20%,0,0.00%,3,1.10%,98.90%,62,22.90%,17,6.30%,250,92.30%,88.40%,271,$0.00 
10X319,Providing Urban Learners Success In Education High School,X319,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,21,9.10%,137,59.30%,73,31.60%,0,0.00%,100.00%,38,16.50%,17,7.40%,213,92.20%,91.40%,231,$0.00 
10X331,The Bronx School of Young Leaders,X331,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,1.20%,115,26.50%,311,71.70%,2,0.50%,1,0.20%,99.80%,110,25.30%,89,20.50%,371,85.50%,92.10%,434,$0.00 
10X342,International School for Liberal Arts,X342,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.20%,1,0.20%,516,99.60%,0,0.00%,0,0.00%,100.00%,45,8.70%,369,71.20%,508,98.10%,95.40%,518,$0.00 
10X344,Ampark Neighborhood,X344,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,14,3.70%,49,13.00%,237,62.70%,15,4.00%,63,16.70%,83.30%,84,22.20%,14,3.70%,195,51.60%,45.00%,378,$0.00 
10X351,Bronx Collaborative High School,X351,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,20,3.40%,168,28.60%,371,63.20%,8,1.40%,20,3.40%,96.60%,133,22.70%,112,19.10%,474,80.70%,84.80%,587,$0.00 
10X353,World View High School,X353,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,7,1.30%,127,23.00%,394,71.50%,18,3.30%,5,0.90%,99.10%,96,17.40%,138,25.00%,416,75.50%,80.30%,551,$0.00 
10X360,P.S. 360,X360,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,2.10%,48,11.10%,361,83.40%,2,0.50%,13,3.00%,97.00%,103,23.80%,78,18.00%,404,93.30%,87.00%,433,$0.00 
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),X374,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,2.20%,125,26.90%,308,66.40%,8,1.70%,13,2.80%,97.20%,114,24.60%,51,11.00%,404,87.10%,84.00%,464,$0.00 
10X382,"Elementary School for Math, Science, and Technology",X382,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,0.70%,62,22.30%,212,76.30%,2,0.70%,0,0.00%,100.00%,50,18.00%,81,29.10%,266,95.70%,96.70%,278,$0.00 
10X386,School for Environmental Citizenship,X386,X,$319.25 ,$0.00 ,$0.00 ,$319.25 ,4,0.70%,70,11.60%,521,86.30%,0,0.00%,9,1.50%,98.50%,108,17.90%,197,32.60%,592,98.00%,96.80%,604,$0.00 
10X390,M.S. 390,X390,,,,,,6,1.10%,70,13.00%,460,85.30%,1,0.20%,2,0.40%,99.60%,139,25.80%,150,27.80%,513,95.20%,93.20%,539,$0.00 
10X391,The Angelo Patri Middle School,X391,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,1.90%,110,23.20%,348,73.30%,3,0.60%,5,1.10%,98.90%,125,26.30%,169,35.60%,432,90.90%,94.70%,475,$0.00 
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),X397,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,7,2.30%,66,21.40%,214,69.30%,9,2.90%,13,4.20%,95.80%,1,0.30%,295,95.50%,266,86.10%,98.30%,309,$0.00 
10X433,High School for Teaching and the Professions,X433,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12,2.90%,60,14.50%,319,77.10%,5,1.20%,18,4.30%,95.70%,95,22.90%,109,26.30%,359,86.70%,92.80%,414,$0.00 
10X434,Belmont Preparatory High School,X434,,,,,,18,4.60%,85,21.80%,277,71.00%,5,1.30%,5,1.30%,98.70%,90,23.10%,47,12.10%,329,84.40%,84.20%,390,$0.00 
10X437,Fordham High School for the Arts,X437,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,1.60%,123,38.60%,176,55.20%,8,2.50%,7,2.20%,97.80%,69,21.60%,12,3.80%,285,89.30%,79.50%,319,$0.00 
10X438,Fordham Leadership Academy,X438,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,2.80%,90,25.60%,243,69.00%,4,1.10%,5,1.40%,98.60%,85,24.10%,70,19.90%,290,82.40%,89.30%,352,$0.00 
10X439,Bronx High School for Law and Community Service,X439,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,1.50%,111,27.60%,268,66.70%,7,1.70%,10,2.50%,97.50%,102,25.40%,52,12.90%,361,89.80%,87.60%,402,$0.00 
10X440,DeWitt Clinton High School,X440,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,120,10.70%,355,31.70%,583,52.10%,26,2.30%,35,3.10%,96.90%,212,18.90%,166,14.80%,882,78.80%,83.10%,1119,$0.00 
10X524,Crotona International High School,X524,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,1.50%,21,6.30%,292,87.70%,2,0.60%,13,3.90%,96.10%,11,3.30%,319,95.80%,281,84.40%,99.00%,333,$0.00 
10X546,Bronx Theatre High School,X546,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.20%,112,32.30%,210,60.50%,12,3.50%,9,2.60%,97.40%,82,23.60%,20,5.80%,292,84.10%,90.50%,347,$0.00 
10X549,Discovery High School,X549,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,20,4.10%,81,16.50%,372,75.90%,6,1.20%,11,2.20%,97.80%,124,25.30%,123,25.10%,421,85.90%,90.20%,490,$0.00 
10X565,High School for Energy and Technology,X565,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,15,3.70%,98,24.10%,284,70.00%,4,1.00%,5,1.20%,98.80%,109,26.80%,58,14.30%,330,81.30%,88.30%,406,$0.00 
11X068,P.S. 068 Bronx,X068,,,,,,9,1.40%,483,75.10%,131,20.40%,11,1.70%,9,1.40%,98.60%,154,24.00%,10,1.60%,424,65.90%,70.40%,643,$0.00 
11X083,P.S. 083 Donald Hertz,X083,,,,,,162,9.80%,115,7.00%,792,48.10%,22,1.30%,557,33.80%,66.20%,320,19.40%,286,17.40%,1066,64.70%,71.40%,1648,$0.00 
11X089,P.S. 089 Bronx,X089,,,,,,156,10.10%,308,19.90%,835,53.90%,20,1.30%,231,14.90%,85.10%,256,16.50%,309,19.90%,1190,76.80%,82.60%,1550,$0.00 
11X103,P.S. 103 Hector Fontanez,X103,,,,,,28,2.70%,473,46.40%,451,44.30%,34,3.30%,33,3.20%,96.80%,238,23.40%,183,18.00%,901,88.40%,87.50%,1019,$0.00 
11X112,P.S. 112 Bronxwood,X112,,,,,,0,0.00%,215,51.90%,190,45.90%,0,0.00%,9,2.20%,97.80%,92,22.20%,21,5.10%,364,87.90%,91.10%,414,$0.00 
11X127,J.H.S. 127 The Castle Hill,X127,,,,,,270,31.80%,188,22.10%,346,40.70%,24,2.80%,22,2.60%,97.40%,163,19.20%,112,13.20%,627,73.80%,76.90%,850,$0.00 
11X144,J.H.S. 144 Michelangelo,X144,,,,,,31,6.40%,285,58.80%,148,30.50%,2,0.40%,19,3.90%,96.10%,121,24.90%,52,10.70%,369,76.10%,78.70%,485,$0.00 
11X160,P.S. 160 Walt Disney,X160,,,,,,7,1.90%,232,61.50%,117,31.00%,15,4.00%,6,1.60%,98.40%,96,25.50%,15,4.00%,264,70.00%,53.20%,377,$0.00 
11X178,P.S. 178 - Dr. Selman Waksman,X178,,,,,,14,3.40%,247,60.20%,119,29.00%,5,1.20%,25,6.10%,93.90%,91,22.20%,19,4.60%,315,76.80%,58.50%,410,$0.00 
11X180,M.S. 180 Dr. Daniel Hale Williams,X180,,,,,,32,3.10%,681,67.00%,246,24.20%,27,2.70%,30,3.00%,97.00%,202,19.90%,33,3.20%,692,68.10%,56.00%,1016,$0.00 
11X249,Bronx Health Sciences High School,X249,,,,,,18,6.10%,156,52.90%,93,31.50%,16,5.40%,12,4.10%,95.90%,38,12.90%,14,4.70%,205,69.50%,69.20%,295,$0.00 
11X253,Bronx High School for Writing and Communication Arts,X253,,,,,,15,4.70%,151,47.60%,139,43.80%,5,1.60%,7,2.20%,97.80%,75,23.70%,49,15.50%,224,70.70%,80.00%,317,$0.00 
11X265,Bronx Lab School,X265,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,2.40%,130,35.00%,209,56.30%,11,3.00%,12,3.20%,96.80%,112,30.20%,57,15.40%,309,83.30%,88.50%,371,$0.00 
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,X270,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,1.60%,233,63.30%,111,30.20%,12,3.30%,6,1.60%,98.40%,83,22.60%,19,5.20%,271,73.60%,76.40%,368,$0.00 
11X275,High School of Computers and Technology,X275,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,43,7.90%,190,35.10%,288,53.10%,13,2.40%,8,1.50%,98.50%,136,25.10%,44,8.10%,413,76.20%,83.20%,542,$0.00 
11X287,North Bronx School of Empowerment,X287,,,,,,22,3.90%,322,57.20%,198,35.20%,10,1.80%,11,2.00%,98.00%,148,26.30%,76,13.50%,498,88.50%,88.40%,563,$0.00 
11X288,Collegiate Institute for Math and Science,X288,,,,,,70,11.50%,208,34.30%,245,40.40%,12,2.00%,72,11.90%,88.10%,113,18.60%,20,3.30%,440,72.50%,71.30%,607,$0.00 
11X290,Bronx Academy of Health Careers,X290,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,14,3.90%,148,41.20%,187,52.10%,6,1.70%,4,1.10%,98.90%,75,20.90%,47,13.10%,282,78.60%,84.90%,359,$0.00 
11X299,Astor Collegiate Academy,X299,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,40,8.00%,139,27.80%,246,49.20%,15,3.00%,60,12.00%,88.00%,115,23.00%,38,7.60%,361,72.20%,73.50%,500,$0.00 
11X355,Bronx Alliance Middle School,X355,,,,,,9,3.00%,182,60.70%,104,34.70%,4,1.30%,1,0.30%,99.70%,70,23.30%,19,6.30%,260,86.70%,85.60%,300,$0.00 
11X357,Young Voices Academy of the Bronx,X357,,,,,,56,13.20%,37,8.70%,268,63.10%,3,0.70%,61,14.40%,85.60%,58,13.60%,83,19.50%,346,81.40%,78.60%,425,$0.00 
11X370,Leaders of Tomorrow,X370,,,,,,5,1.20%,253,59.00%,160,37.30%,5,1.20%,6,1.40%,98.60%,134,31.20%,59,13.80%,390,90.90%,86.50%,429,$0.00 
11X418,Bronx High School for the Visual Arts,X418,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,17,3.70%,125,27.10%,272,59.00%,4,0.90%,43,9.30%,90.70%,137,29.70%,28,6.10%,361,78.30%,78.40%,461,$0.00 
11X455,Harry S Truman High School,X455,,,,,,66,3.20%,1037,49.80%,868,41.70%,53,2.50%,57,2.70%,97.30%,545,26.20%,175,8.40%,1499,72.00%,75.10%,2081,$0.00 
11X462,Cornerstone Academy for Social Action Middle School (CASA),X462,,,,,,0,0.00%,157,61.10%,92,35.80%,4,1.60%,4,1.60%,98.40%,62,24.10%,5,1.90%,191,74.30%,76.10%,257,$0.00 
11X468,Pelham Academy of Academics and Community Engagement,X468,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,29,8.70%,56,16.90%,203,61.10%,1,0.30%,43,13.00%,87.00%,75,22.60%,50,15.10%,290,87.30%,78.20%,332,$0.00 
11X508,Bronxdale High School,X508,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,23,5.00%,130,28.30%,262,57.10%,6,1.30%,38,8.30%,91.70%,105,22.90%,31,6.80%,362,78.90%,74.30%,459,$0.00 
11X509,High School of Language and Innovation,X509,,,,,,74,19.50%,23,6.10%,204,53.80%,6,1.60%,72,19.00%,81.00%,16,4.20%,304,80.20%,375,98.90%,97.60%,379,$0.00 
11X513,New World High School,X513,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,35,9.20%,46,12.10%,255,66.90%,8,2.10%,37,9.70%,90.30%,22,5.80%,262,68.80%,366,96.10%,94.80%,381,$0.00 
11X514,The Bronxwood Preparatory Academy,X514,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,14,3.90%,228,63.30%,93,25.80%,12,3.30%,13,3.60%,96.40%,79,21.90%,35,9.70%,254,70.60%,73.70%,360,$0.00 
11X542,Pelham Preparatory Academy,X542,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,38,7.40%,130,25.40%,281,55.00%,9,1.80%,53,10.40%,89.60%,125,24.50%,31,6.10%,372,72.80%,73.10%,511,$0.00 
11X544,High School for Contemporary Arts,X544,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,7,1.80%,155,39.20%,214,54.20%,5,1.30%,14,3.50%,96.50%,98,24.80%,68,17.20%,312,79.00%,86.60%,395,$0.00 
12X047,P.S. 047 John Randolph,X047,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,135,12.80%,181,17.20%,683,64.80%,28,2.70%,27,2.60%,97.40%,202,19.20%,253,24.00%,1007,95.50%,90.90%,1054,$0.00 
12X066,P.S. 066 School of Higher Expectations,X066,,,,,,11,1.80%,160,26.80%,409,68.40%,5,0.80%,13,2.20%,97.80%,127,21.20%,81,13.50%,529,88.50%,93.00%,598,$0.00 
12X067,P.S. 067 Mohegan School,X067,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.20%,118,24.30%,357,73.60%,6,1.20%,3,0.60%,99.40%,105,21.60%,59,12.20%,479,98.80%,95.20%,485,$0.00 
12X098,J.H.S. 098 Herman Ridder,X098,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,3.40%,67,25.20%,182,68.40%,5,1.90%,3,1.10%,98.90%,72,27.10%,95,35.70%,246,92.50%,92.10%,266,$0.00 
12X129,M.S. 129 Academy for Independent Learning and Leadership,X129,,,,,,17,3.10%,126,23.30%,382,70.60%,6,1.10%,10,1.80%,98.20%,139,25.70%,73,13.50%,486,89.80%,93.20%,541,$0.00 
12X134,P.S. 134 George F. Bristow,X134,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,1.40%,247,39.70%,334,53.70%,17,2.70%,15,2.40%,97.60%,111,17.80%,102,16.40%,602,96.80%,93.50%,622,$0.00 
12X212,P.S. 212,X212,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,51,28.30%,124,68.90%,2,1.10%,3,1.70%,98.30%,22,12.20%,48,26.70%,177,98.30%,96.00%,180,$0.00 
12X214,P.S. 214,X214,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,29,2.60%,268,24.40%,768,70.00%,18,1.60%,14,1.30%,98.70%,218,19.90%,157,14.30%,937,85.40%,90.50%,1097,$0.00 
12X217,School of Performing Arts,X217,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,0.60%,114,33.60%,207,61.10%,11,3.20%,5,1.50%,98.50%,99,29.20%,54,15.90%,301,88.80%,92.20%,339,$0.00 
12X242,Mott Hall V,X242,X,$326.00 ,$0.00 ,$326.00 ,$0.00 ,17,2.50%,109,16.20%,528,78.60%,12,1.80%,6,0.90%,99.10%,203,30.20%,99,14.70%,593,88.20%,89.80%,672,$0.00 
12X248,"Metropolitan High School, The",X248,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.10%,85,23.90%,257,72.20%,4,1.10%,6,1.70%,98.30%,107,30.10%,80,22.50%,334,93.80%,92.50%,356,$0.00 
12X251,Explorations Academy H.S.,X251,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,1.50%,91,27.90%,225,69.00%,3,0.90%,2,0.60%,99.40%,86,26.40%,71,21.80%,284,87.10%,91.20%,326,$0.00 
12X267,Bronx Latin,X267,,,,,,9,1.60%,110,19.00%,451,77.80%,3,0.50%,7,1.20%,98.80%,144,24.80%,83,14.30%,550,94.80%,89.00%,580,$0.00 
12X271,East Bronx Academy for the Future,X271,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,16,2.40%,166,24.90%,464,69.50%,14,2.10%,8,1.20%,98.80%,195,29.20%,112,16.80%,629,94.20%,91.80%,668,$0.00 
12X273,Frederick Douglass Academy V. Middle School,X273,,,,,,6,2.70%,75,34.10%,134,60.90%,4,1.80%,1,0.50%,99.50%,52,23.60%,36,16.40%,195,88.60%,92.50%,220,$0.00 
12X286,Fannie Lou Hamer Middle School,X286,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3,1.10%,70,25.00%,200,71.40%,0,0.00%,7,2.50%,97.50%,64,22.90%,46,16.40%,233,83.20%,89.80%,280,$0.00 
12X300,The School of Science and Applied Learning,X300,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3,0.50%,204,33.90%,385,64.10%,2,0.30%,7,1.20%,98.80%,183,30.40%,91,15.10%,547,91.00%,94.40%,601,$0.00 
12X314,Fairmont Neighborhood School,X314,,,,,,0,0.00%,118,38.20%,187,60.50%,0,0.00%,4,1.30%,98.70%,92,29.80%,44,14.20%,292,94.50%,93.80%,309,$0.00 
12X318,"I.S. X318 Math, Science & Technology Through Arts",X318,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3,1.20%,83,32.90%,162,64.30%,2,0.80%,2,0.80%,99.20%,77,30.60%,34,13.50%,239,94.80%,93.30%,252,$0.00 
12X341,Accion Academy,X341,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.00%,73,18.50%,310,78.50%,2,0.50%,6,1.50%,98.50%,92,23.30%,120,30.40%,379,95.90%,93.40%,395,$0.00 
12X383,Emolior Academy,X383,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,13,4.00%,78,23.80%,212,64.60%,11,3.40%,14,4.30%,95.70%,74,22.60%,68,20.70%,295,89.90%,89.60%,328,$0.00 
12X388,Pan American International High School at Monroe,X388,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,2,0.50%,440,99.10%,2,0.50%,0,0.00%,100.00%,14,3.20%,390,87.80%,439,98.90%,99.10%,444,$0.00 
12X446,Arturo A. Schomburg Satellite Academy Bronx,X446,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,67,36.80%,105,57.70%,2,1.10%,8,4.40%,95.60%,38,20.90%,27,14.80%,158,86.80%,86.60%,182,$0.00 
12X479,Bronx Career and College Preparatory High School,X479,,,,,,7,2.60%,96,35.80%,159,59.30%,5,1.90%,1,0.40%,99.60%,76,28.40%,64,23.90%,230,85.80%,92.30%,268,$0.00 
12X480,Bronx Regional High School,X480,,,,,,5,2.80%,61,33.70%,109,60.20%,1,0.60%,5,2.80%,97.20%,34,18.80%,18,9.90%,162,89.50%,91.90%,181,$0.00 
12X521,The Metropolitan Soundview High School,X521,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,11,2.60%,98,23.20%,304,71.90%,3,0.70%,7,1.70%,98.30%,101,23.90%,66,15.60%,386,91.30%,88.40%,423,$0.00 
12X531,Archer Elementary School,X531,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,68,14.00%,114,23.60%,277,57.20%,15,3.10%,10,2.10%,97.90%,136,28.10%,111,22.90%,462,95.50%,87.90%,484,$0.00 
12X550,High School of World Cultures,X550,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,43,9.40%,42,9.20%,347,75.60%,6,1.30%,21,4.60%,95.40%,18,3.90%,366,79.70%,446,97.20%,98.00%,459,$0.00 
12X682,Fannie Lou Hamer Freedom High School,X682,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,0.80%,133,28.20%,319,67.70%,9,1.90%,6,1.30%,98.70%,142,30.10%,60,12.70%,387,82.20%,89.50%,471,$0.00 
12X684,Wings Academy,X684,X,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,0.40%,259,55.90%,187,40.40%,9,1.90%,6,1.30%,98.70%,136,29.40%,23,5.00%,413,89.20%,90.80%,463,$0.00 
13K044,P.S. 044 Marcus Garvey,K044,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.80%,99,83.20%,15,12.60%,0,0.00%,4,3.40%,96.60%,30,25.20%,10,8.40%,113,95.00%,92.00%,119,$0.00 
13K046,P.S. 046 Edward C. Blum,K046,,,,,,7,2.70%,128,49.20%,114,43.80%,6,2.30%,5,1.90%,98.10%,73,28.10%,38,14.60%,230,88.50%,84.00%,260,$0.00 
13K093,P.S. 093 William H. Prescott,K093,K,$99.49 ,$0.00 ,$0.00 ,$99.49 ,50,22.70%,143,65.00%,22,10.00%,4,1.80%,1,0.50%,99.50%,46,20.90%,21,9.50%,210,95.50%,90.90%,220,$0.00 
13K265,Dr. Susan S. McKinney Secondary School of the Arts,K265,K,$209.87 ,$0.00 ,$180.00 ,$29.87 ,6,1.90%,222,70.90%,76,24.30%,5,1.60%,4,1.30%,98.70%,88,28.10%,12,3.80%,280,89.50%,87.40%,313,$0.00 
13K266,M.S. K266 - Park Place Community Middle School,K266,,,,,,4,2.50%,114,71.20%,36,22.50%,1,0.60%,5,3.10%,96.90%,51,31.90%,10,6.30%,130,81.30%,76.50%,160,$0.00 
13K270,P.S. 270 Johann DeKalb,K270,,,,,,4,3.60%,73,65.20%,32,28.60%,2,1.80%,1,0.90%,99.10%,38,33.90%,8,7.10%,97,86.60%,89.00%,112,$0.00 
13K287,P.S. 287 Bailey K. Ashford,K287,,,,,,8,5.50%,94,64.80%,31,21.40%,6,4.10%,6,4.10%,95.90%,36,24.80%,9,6.20%,133,91.70%,89.80%,145,$0.00 
13K301,Satellite East Middle School,K301,,,,,,8,8.50%,64,68.10%,15,16.00%,3,3.20%,4,4.30%,95.70%,27,28.70%,12,12.80%,89,94.70%,89.30%,94,$0.00 
13K305,P.S. 305 Dr. Peter Ray,K305,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,5.60%,99,69.70%,20,14.10%,4,2.80%,11,7.70%,92.30%,40,28.20%,20,14.10%,134,94.40%,92.20%,142,$0.00 
13K307,P.S. 307 Daniel Hale Williams,K307,,,,,,10,2.70%,198,53.20%,118,31.70%,9,2.40%,37,9.90%,90.10%,128,34.40%,11,3.00%,287,77.20%,79.40%,372,$0.00 
