DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
13K313,Dock Street School for STEAM Studies,K313,,,,,,20,7.20%,182,65.70%,50,18.10%,6,2.20%,19,6.90%,93.10%,61,22.00%,1,0.40%,178,64.30%,59.70%,277,$0.00 
13K350,Urban Assembly School of Music and Art,K350,,,,,,1,0.50%,154,74.40%,46,22.20%,2,1.00%,4,1.90%,98.10%,49,23.70%,9,4.30%,179,86.50%,81.00%,207,$0.00 
13K412,Brooklyn Community Arts & Media High School (BCAM),K412,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.00%,291,69.10%,111,26.40%,11,2.60%,4,1.00%,99.00%,111,26.40%,15,3.60%,370,87.90%,80.30%,421,$0.00 
13K430,Brooklyn Technical High School,K430,,,,,,3606,60.70%,341,5.70%,417,7.00%,124,2.10%,1449,24.40%,75.60%,74,1.20%,1,0.00%,3529,59.40%,50.80%,5937,$0.00 
13K439,Brooklyn International High School,K439,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,90,25.10%,74,20.60%,156,43.50%,0,0.00%,39,10.90%,89.10%,11,3.10%,274,76.30%,281,78.30%,95.30%,359,$0.00 
13K483,The Urban Assembly School for Law and Justice,K483,K,$128.68 ,$0.00 ,$20.00 ,$108.68 ,10,2.30%,285,65.50%,114,26.20%,17,3.90%,9,2.10%,97.90%,75,17.20%,9,2.10%,302,69.40%,68.00%,435,$0.00 
13K499,ACORN Community High School,K499,,,,,,6,4.00%,116,77.30%,20,13.30%,4,2.70%,4,2.70%,97.30%,39,26.00%,7,4.70%,127,84.70%,83.30%,150,$0.00 
13K527,Urban Assembly Institute of Math and Science for Young Women,K527,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,49,9.80%,309,61.80%,75,15.00%,15,3.00%,52,10.40%,89.60%,84,16.80%,34,6.80%,410,82.00%,80.40%,500,$0.00 
13K553,Brooklyn Academy High School,K553,K,"$6,337.00 ",$0.00 ,$39.00 ,"$6,298.00 ",2,0.90%,184,81.80%,38,16.90%,1,0.40%,0,0.00%,100.00%,61,27.10%,3,1.30%,190,84.40%,86.80%,225,$0.00 
13K594,Gotham Professional Arts Academy,K594,,,,,,1,0.60%,139,78.10%,36,20.20%,1,0.60%,1,0.60%,99.40%,64,36.00%,7,3.90%,140,78.70%,84.70%,178,$0.00 
13K595,Bedford Academy High School,K595,,,,,,15,4.10%,285,78.50%,31,8.50%,20,5.50%,12,3.30%,96.70%,54,14.90%,4,1.10%,326,89.80%,60.80%,363,$0.00 
13K616,Brooklyn High School for Leadership and Community Service,K616,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,1.00%,138,67.30%,61,29.80%,3,1.50%,1,0.50%,99.50%,48,23.40%,13,6.30%,165,80.50%,81.40%,205,$0.00 
13K670,Benjamin Banneker Academy,K670,K,$45.00 ,$0.00 ,$0.00 ,$45.00 ,43,5.30%,643,79.40%,92,11.40%,24,3.00%,8,1.00%,99.00%,120,14.80%,12,1.50%,591,73.00%,66.00%,810,$0.00 
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",K674,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,31,7.30%,270,63.40%,93,21.80%,10,2.30%,22,5.20%,94.80%,82,19.20%,7,1.60%,325,76.30%,63.00%,426,$0.00 
13K691,Fort Greene Preparatory Academy,K691,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,3.70%,141,65.60%,57,26.50%,6,2.80%,3,1.40%,98.60%,66,30.70%,12,5.60%,197,91.60%,88.10%,215,$0.00 
14K050,J.H.S. 050 John D. Wells,K050,,,,,,4,1.20%,67,20.70%,244,75.30%,3,0.90%,6,1.90%,98.10%,97,29.90%,57,17.60%,288,88.90%,84.90%,324,$0.00 
14K059,P.S. 059 William Floyd,K059,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,1.80%,181,53.90%,139,41.40%,6,1.80%,4,1.20%,98.80%,86,25.60%,26,7.70%,318,94.60%,93.90%,336,$0.00 
14K071,Juan Morel Campos Secondary School,K071,,,,,,5,1.00%,100,19.40%,375,72.80%,4,0.80%,31,6.00%,94.00%,175,34.00%,143,27.80%,439,85.20%,91.30%,515,$0.00 
14K110,P.S. 110 The Monitor,K110,,,,,,39,7.00%,8,1.40%,101,18.10%,15,2.70%,394,70.70%,29.30%,45,8.10%,39,7.00%,132,23.70%,29.80%,557,$0.00 
14K120,P.S. 120 Carlos Tapia,K120,,,,,,5,1.30%,74,19.40%,281,73.80%,4,1.00%,17,4.50%,95.50%,80,21.00%,63,16.50%,333,87.40%,90.90%,381,$0.00 
14K126,John Ericsson Middle School 126,K126,K,$894.12 ,$0.00 ,$0.00 ,$894.12 ,2,0.50%,79,21.40%,254,68.80%,0,0.00%,34,9.20%,90.80%,97,26.30%,33,8.90%,319,86.40%,84.60%,369,$0.00 
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K157,,,,,,1,0.20%,75,18.00%,331,79.40%,2,0.50%,8,1.90%,98.10%,119,28.50%,66,15.80%,342,82.00%,88.20%,417,$0.00 
14K196,P.S. 196 Ten Eyck,K196,,,,,,2,0.60%,67,20.50%,245,74.90%,3,0.90%,10,3.10%,96.90%,74,22.60%,32,9.80%,282,86.20%,84.10%,327,$0.00 
14K318,I.S. 318 Eugenio Maria De Hostos,K318,K,"$17,484.36 ",$0.00 ,"$2,450.80 ","$15,033.56 ",94,7.80%,202,16.80%,684,56.80%,10,0.80%,215,17.80%,82.20%,225,18.70%,66,5.50%,749,62.20%,69.80%,1205,$0.00 
14K380,P.S. 380 John Wayne Elementary,K380,,,,,,6,1.10%,111,19.50%,395,69.30%,0,0.00%,58,10.20%,89.80%,150,26.30%,111,19.50%,441,77.40%,84.70%,570,$0.00 
14K454,The Williamsburg High School of Art and Technology,K454,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,3.30%,68,22.50%,204,67.50%,4,1.30%,16,5.30%,94.70%,75,24.80%,72,23.80%,237,78.50%,82.80%,302,$0.00 
14K474,PROGRESS High School for Professional Careers,K474,,,,,,4,0.60%,183,27.20%,464,68.80%,16,2.40%,7,1.00%,99.00%,141,20.90%,139,20.60%,563,83.50%,88.00%,674,$0.00 
14K477,East Williamsburg Scholars Academy,K477,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,0.70%,107,35.20%,188,61.80%,4,1.30%,3,1.00%,99.00%,65,21.40%,100,32.90%,275,90.50%,88.10%,304,$0.00 
14K478,"The High School for Enterprise, Business and Technology",K478,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,50,6.00%,251,30.20%,494,59.40%,16,1.90%,20,2.40%,97.60%,134,16.10%,96,11.60%,713,85.80%,81.90%,831,$0.00 
14K488,Brooklyn Preparatory High School,K488,,,,,,5,0.90%,225,42.70%,281,53.30%,8,1.50%,8,1.50%,98.50%,99,18.80%,11,2.10%,439,83.30%,75.50%,527,$0.00 
14K558,Williamsburg High School for Architecture and Design,K558,K,"$1,323.86 ",$0.00 ,"$1,323.86 ",$0.00 ,13,2.20%,165,28.40%,354,61.00%,11,1.90%,37,6.40%,93.60%,130,22.40%,18,3.10%,461,79.50%,70.90%,580,$0.00 
14K561,Williamsburg Preparatory School,K561,K,"$1,538.36 ",$0.00 ,"$1,538.36 ",$0.00 ,21,3.10%,107,15.70%,480,70.40%,11,1.60%,63,9.20%,90.80%,144,21.10%,32,4.70%,543,79.60%,78.10%,682,$0.00 
14K582,M.S. 582,K582,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3,1.00%,71,24.10%,211,71.80%,4,1.40%,5,1.70%,98.30%,95,32.30%,37,12.60%,244,83.00%,86.50%,294,$0.00 
14K586,Lyons Community School,K586,,,,,,4,0.80%,155,32.90%,295,62.60%,3,0.60%,14,3.00%,97.00%,119,25.30%,52,11.00%,424,90.00%,89.90%,471,$0.00 
14K610,A-Tech High School,K610,,,,,,10,3.00%,164,49.80%,139,42.20%,7,2.10%,9,2.70%,97.30%,111,33.70%,21,6.40%,271,82.40%,80.10%,329,$0.00 
14K685,El Puente Academy for Peace and Justice,K685,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.40%,11,4.90%,207,92.40%,4,1.80%,1,0.40%,99.60%,58,25.90%,41,18.30%,186,83.00%,88.40%,224,$0.00 
15K118,The Maurice Sendak Community School,K118,,,,,,34,9.90%,34,9.90%,44,12.80%,30,8.70%,203,58.80%,41.20%,42,12.20%,6,1.70%,60,17.40%,15.40%,345,$0.00 
15K172,P.S. 172 Beacon School of Excellence,K172,,,,,,45,7.80%,22,3.80%,423,73.20%,4,0.70%,84,14.50%,85.50%,172,29.80%,142,24.60%,488,84.40%,69.30%,578,$0.00 
15K423,Brooklyn Frontiers High School,K423,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,2.20%,119,64.70%,58,31.50%,2,1.10%,1,0.50%,99.50%,77,41.80%,9,4.90%,162,88.00%,78.20%,184,$0.00 
15K429,Digital Arts and Cinema Technology High School,K429,K,$26.32 ,$0.00 ,$0.00 ,$26.32 ,9,3.70%,135,54.90%,85,34.60%,4,1.60%,13,5.30%,94.70%,53,21.50%,1,0.40%,197,80.10%,73.80%,246,$0.00 
15K448,Brooklyn Collaborative Studies,K448,,,,,,18,2.60%,237,34.60%,308,45.00%,17,2.50%,104,15.20%,84.80%,202,29.50%,37,5.40%,447,65.40%,67.20%,684,$0.00 
15K462,John Jay School for Law,K462,K,$772.80 ,$0.00 ,$0.00 ,$772.80 ,10,2.30%,276,63.30%,126,28.90%,12,2.80%,12,2.80%,97.20%,81,18.60%,14,3.20%,340,78.00%,75.90%,436,$0.00 
15K463,Cyberarts Studio Academy,K463,,,,,,18,6.70%,125,46.60%,99,36.90%,3,1.10%,23,8.60%,91.40%,51,19.00%,38,14.20%,229,85.40%,79.80%,268,$0.00 
15K519,Cobble Hill School of American Studies,K519,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,20,3.40%,363,62.40%,168,28.90%,15,2.60%,16,2.70%,97.30%,108,18.60%,66,11.30%,524,90.00%,82.80%,582,$0.00 
15K529,West Brooklyn Community High School,K529,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,4.00%,35,15.50%,159,70.40%,0,0.00%,23,10.20%,89.80%,89,39.40%,16,7.10%,171,75.70%,77.80%,226,$0.00 
15K698,South Brooklyn Community High School,K698,,,,,,8,4.40%,54,29.80%,105,58.00%,10,5.50%,4,2.20%,97.80%,79,43.60%,6,3.30%,158,87.30%,86.40%,181,$0.00 
16K005,P.S. 005 Dr. Ronald McNair,K005,,,,,,8,3.70%,167,77.30%,34,15.70%,2,0.90%,5,2.30%,97.70%,67,31.00%,8,3.70%,182,84.30%,82.50%,216,$0.00 
16K028,P.S. 028 The Warren Prep Academy,K028,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,1.70%,96,82.80%,14,12.10%,0,0.00%,4,3.40%,96.60%,33,28.40%,5,4.30%,111,95.70%,92.60%,116,$0.00 
16K057,Whitelaw Reid Academy of Arts and Business,K057,,,,,,3,1.90%,100,62.50%,50,31.30%,3,1.90%,4,2.50%,97.50%,55,34.40%,13,8.10%,151,94.40%,91.60%,160,$0.00 
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,K262,,,,,,1,0.60%,140,79.50%,28,15.90%,2,1.10%,5,2.80%,97.20%,28,15.90%,4,2.30%,158,89.80%,81.10%,176,$0.00 
16K308,P.S. 308 Clara Cardwell,K308,K,$106.39 ,$0.00 ,$0.00 ,$106.39 ,7,2.80%,189,75.90%,46,18.50%,5,2.00%,2,0.80%,99.20%,71,28.50%,11,4.40%,231,92.80%,90.20%,249,$0.00 
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,K309,,,,,,6,2.80%,123,56.90%,69,31.90%,6,2.80%,12,5.60%,94.40%,49,22.70%,12,5.60%,186,86.10%,83.40%,216,$0.00 
16K335,P.S. 335 Granville T. Woods,K335,,,,,,0,0.00%,158,73.80%,50,23.40%,1,0.50%,5,2.30%,97.70%,57,26.60%,15,7.00%,191,89.30%,91.40%,214,$0.00 
16K455,Boys and Girls High School,K455,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,1.40%,360,82.00%,50,11.40%,14,3.20%,9,2.10%,97.90%,125,28.50%,27,6.20%,353,80.40%,84.60%,439,$0.00 
16K498,Brooklyn High School for Law and Technology,K498,,,,,,22,3.70%,372,63.20%,169,28.70%,15,2.50%,11,1.90%,98.10%,130,22.10%,36,6.10%,482,81.80%,81.20%,589,$0.00 
16K628,Brooklyn Brownstone School,K628,,,,,,6,2.10%,209,73.10%,35,12.20%,8,2.80%,28,9.80%,90.20%,53,18.50%,3,1.00%,210,73.40%,62.30%,286,$0.00 
16K669,Research and Service High School,K669,,,,,,2,0.70%,218,74.70%,56,19.20%,3,1.00%,13,4.50%,95.50%,101,34.60%,7,2.40%,261,89.40%,86.00%,292,$0.00 
16K681,Madiba Prep Middle School,K681,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,2.20%,127,70.90%,43,24.00%,2,1.10%,3,1.70%,98.30%,64,35.80%,11,6.10%,163,91.10%,87.20%,179,$0.00 
16K688,The Brooklyn Academy of Global Finance,K688,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,7.60%,74,70.50%,18,17.10%,2,1.90%,3,2.90%,97.10%,28,26.70%,15,14.30%,101,96.20%,92.40%,105,$0.00 
16K765,Nelson Mandela High School,K765,,,,,,4,1.60%,210,83.30%,26,10.30%,10,4.00%,2,0.80%,99.20%,76,30.20%,2,0.80%,203,80.60%,84.40%,252,$0.00 
16K898,The Brooklyn Green School,K898,,,,,,0,0.00%,35,85.40%,5,12.20%,1,2.40%,0,0.00%,100.00%,16,39.00%,1,2.40%,37,90.20%,85.90%,41,$0.00 
17K002,Parkside Preparatory Academy,K002,,,,,,19,4.00%,366,76.90%,67,14.10%,10,2.10%,14,2.90%,97.10%,90,18.90%,55,11.60%,424,89.10%,78.00%,476,$0.00 
17K061,M.S. 061 Dr. Gladstone H. Atwell,K061,,,,,,16,2.40%,571,85.40%,70,10.50%,8,1.20%,4,0.60%,99.40%,125,18.70%,30,4.50%,484,72.30%,76.20%,669,$0.00 
17K122,Pathways in Technology Early College High School (P-Tech),K122,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,1.70%,479,82.40%,69,11.90%,18,3.10%,5,0.90%,99.10%,106,18.20%,13,2.20%,419,72.10%,65.00%,581,$0.00 
17K138,P.S. 138 Brooklyn,K138,,,,,,9,1.70%,432,80.10%,61,11.30%,5,0.90%,32,5.90%,94.10%,116,21.50%,44,8.20%,457,84.80%,79.70%,539,$0.00 
17K161,P.S. 161 The Crown,K161,,,,,,18,4.90%,298,80.50%,43,11.60%,7,1.90%,4,1.10%,98.90%,89,24.10%,28,7.60%,338,91.40%,82.70%,370,$0.00 
17K189,P.S. 189 The Bilingual Center,K189,,,,,,25,2.40%,743,70.10%,261,24.60%,10,0.90%,21,2.00%,98.00%,157,14.80%,187,17.60%,954,90.00%,80.50%,1060,$0.00 
17K191,P.S. 191 Paul Robeson,K191,K,$341.57 ,$0.00 ,$0.00 ,$341.57 ,5,3.00%,133,81.10%,18,11.00%,5,3.00%,3,1.80%,98.20%,40,24.40%,10,6.10%,158,96.30%,91.80%,164,$0.00 
17K221,P.S. 221 Toussaint L'Ouverture,K221,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,227,86.30%,31,11.80%,0,0.00%,5,1.90%,98.10%,48,18.30%,10,3.80%,215,81.70%,83.90%,263,$0.00 
17K246,M.S. 246 Walt Whitman,K246,,,,,,8,2.00%,291,71.10%,90,22.00%,6,1.50%,14,3.40%,96.60%,86,21.00%,109,26.70%,348,85.10%,87.00%,409,$0.00 
17K340,I.S. 340,K340,,,,,,1,0.50%,151,74.00%,39,19.10%,10,4.90%,3,1.50%,98.50%,44,21.60%,5,2.50%,168,82.40%,74.40%,204,$0.00 
17K353,Elijah Stroud Middle School,K353,,,,,,8,4.60%,117,67.60%,36,20.80%,4,2.30%,8,4.60%,95.40%,62,35.80%,23,13.30%,150,86.70%,83.60%,173,$0.00 
17K354,The School of Integrated Learning,K354,K,$384.25 ,$0.00 ,$0.00 ,$384.25 ,6,2.00%,241,81.10%,42,14.10%,7,2.40%,1,0.30%,99.70%,66,22.20%,13,4.40%,250,84.20%,77.10%,297,$0.00 
17K382,Academy for College Preparation and Career Exploration: A College Board School,K382,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.30%,272,75.60%,56,15.60%,22,6.10%,9,2.50%,97.50%,73,20.30%,59,16.40%,301,83.60%,80.00%,360,$0.00 
17K408,Academy of Hospitality and Tourism,K408,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.50%,160,81.60%,27,13.80%,1,0.50%,7,3.60%,96.40%,41,20.90%,40,20.40%,182,92.90%,80.60%,196,$0.00 
17K484,Ronald Edmonds Learning Center II,K484,K,$249.00 ,$0.00 ,$249.00 ,$0.00 ,5,3.00%,126,75.00%,30,17.90%,3,1.80%,4,2.40%,97.60%,49,29.20%,14,8.30%,146,86.90%,89.30%,168,$0.00 
17K524,International High School at Prospect Heights,K524,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,60,16.30%,87,23.60%,183,49.70%,7,1.90%,31,8.40%,91.60%,15,4.10%,323,87.80%,287,78.00%,95.90%,368,$0.00 
17K528,The High School for Global Citizenship,K528,,,,,,9,4.20%,155,72.80%,40,18.80%,3,1.40%,6,2.80%,97.20%,36,16.90%,32,15.00%,192,90.10%,76.90%,213,$0.00 
17K548,Brooklyn School for Music & Theatre,K548,,,,,,1,0.30%,229,77.40%,59,19.90%,2,0.70%,5,1.70%,98.30%,64,21.60%,8,2.70%,236,79.70%,81.80%,296,$0.00 
17K568,Brownsville Academy High School,K568,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,95,79.80%,20,16.80%,2,1.70%,2,1.70%,98.30%,30,25.20%,5,4.20%,101,84.90%,84.60%,119,$0.00 
17K646,Aspirations Diploma Plus High School,K646,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,186,78.50%,47,19.80%,2,0.80%,2,0.80%,99.20%,61,25.70%,7,3.00%,196,82.70%,82.80%,237,$0.00 
17K745,Brooklyn Institute for Liberal Arts,K745,,,,,,7,1.70%,358,86.30%,38,9.20%,10,2.40%,2,0.50%,99.50%,80,19.30%,19,4.60%,354,85.30%,69.60%,415,$0.00 
17K751,Academy for Health Careers,K751,K,$205.00 ,$0.00 ,$0.00 ,$250.00 ,14,4.70%,229,76.10%,44,14.60%,9,3.00%,5,1.70%,98.30%,43,14.30%,11,3.70%,253,84.10%,81.20%,301,$0.00 
18K068,I.S. 068 Isaac Bildersee,K068,,,,,,12,4.20%,224,77.50%,28,9.70%,4,1.40%,21,7.30%,92.70%,82,28.40%,68,23.50%,233,80.60%,75.00%,289,$0.00 
18K135,P.S. 135 Sheldon A. Brookner,K135,,,,,,6,1.20%,414,80.40%,41,8.00%,8,1.60%,46,8.90%,91.10%,71,13.80%,42,8.20%,438,85.00%,78.20%,515,$0.00 
18K211,I.S. 211 John Wilson,K211,,,,,,8,1.80%,359,82.30%,44,10.10%,9,2.10%,16,3.70%,96.30%,118,27.10%,43,9.90%,352,80.70%,69.50%,436,$0.00 
18K233,P.S. 233 Langston Hughes,K233,,,,,,4,1.00%,379,91.10%,24,5.80%,1,0.20%,8,1.90%,98.10%,85,20.40%,13,3.10%,347,83.40%,70.50%,416,$0.00 
18K235,P.S. 235 Janice Marie Knight School,K235,,,,,,12,1.00%,1129,92.50%,35,2.90%,29,2.40%,15,1.20%,98.80%,112,9.20%,17,1.40%,795,65.20%,50.50%,1220,$0.00 
18K285,I.S. 285 Meyer Levin,K285,,,,,,7,0.90%,699,93.00%,28,3.70%,13,1.70%,5,0.70%,99.30%,165,21.90%,25,3.30%,575,76.50%,71.40%,752,$0.00 
18K566,Brooklyn Community High School for Excellence and Equity,K566,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,153,81.00%,22,11.60%,5,2.60%,9,4.80%,95.20%,45,23.80%,23,12.20%,146,77.20%,75.40%,189,$0.00 
18K567,Brooklyn Theatre Arts High School,K567,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,2.30%,291,83.10%,36,10.30%,9,2.60%,6,1.70%,98.30%,60,17.10%,8,2.30%,289,82.60%,77.90%,350,$0.00 
18K569,Kurt Hahn Expeditionary Learning School,K569,,,,,,2,0.70%,262,89.10%,19,6.50%,6,2.00%,5,1.70%,98.30%,83,28.20%,21,7.10%,237,80.60%,74.10%,294,$0.00 
18K578,Brooklyn Bridge Academy,K578,,,,,,5,2.30%,185,83.30%,24,10.80%,4,1.80%,4,1.80%,98.20%,44,19.80%,24,10.80%,164,73.90%,78.20%,222,$0.00 
18K581,"The Middle School of Media, Law and Fine Arts",K581,,,,,,6,2.20%,228,85.10%,15,5.60%,6,2.20%,13,4.90%,95.10%,72,26.90%,31,11.60%,230,85.80%,82.60%,268,$0.00 
18K588,Middle School for Art and Philosophy,K588,,,,,,2,1.20%,151,87.80%,14,8.10%,4,2.30%,1,0.60%,99.40%,52,30.20%,13,7.60%,153,89.00%,77.20%,172,$0.00 
18K617,High School for Innovation in Advertising and Media,K617,,,,,,4,1.70%,194,80.80%,28,11.70%,3,1.30%,11,4.60%,95.40%,50,20.80%,22,9.20%,165,68.80%,71.50%,240,$0.00 
18K629,Cultural Academy for the Arts and Sciences,K629,K,"$1,346.00 ",$0.00 ,$0.00 ,"$1,346.00 ",3,1.10%,238,84.40%,25,8.90%,9,3.20%,7,2.50%,97.50%,61,21.60%,33,11.70%,207,73.40%,73.20%,282,$0.00 
18K633,High School for Medical Professions,K633,K,$749.83 ,$0.00 ,$400.00 ,$349.83 ,19,4.10%,352,76.50%,64,13.90%,17,3.70%,8,1.70%,98.30%,70,15.20%,21,4.60%,447,97.20%,70.60%,460,$0.00 
18K635,Olympus Academy,K635,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,1.00%,183,89.30%,15,7.30%,2,1.00%,3,1.50%,98.50%,48,23.40%,3,1.50%,171,83.40%,68.80%,205,$0.00 
18K637,Academy for Conservation and the Environment,K637,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,18,6.00%,228,76.00%,28,9.30%,7,2.30%,19,6.30%,93.70%,54,18.00%,40,13.30%,241,80.30%,75.10%,300,$0.00 
18K642,Urban Action Academy,K642,,,,,,7,2.70%,202,76.50%,29,11.00%,2,0.80%,24,9.10%,90.90%,42,15.90%,61,23.10%,208,78.80%,78.20%,264,$0.00 
18K673,East Brooklyn Community High School,K673,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3,1.50%,149,76.00%,34,17.30%,3,1.50%,7,3.60%,96.40%,85,43.40%,12,6.10%,158,80.60%,82.80%,196,$0.00 
19K065,P.S. 065,K065,K,"$1,403.42 ",$0.00 ,$0.00 ,"$1,403.42 ",18,3.10%,43,7.30%,503,85.80%,17,2.90%,5,0.90%,99.10%,76,13.00%,149,25.40%,478,81.60%,85.40%,586,$0.00 
19K190,P.S. 190 Sheffield,K190,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.60%,133,75.10%,37,20.90%,2,1.10%,4,2.30%,97.70%,27,15.30%,6,3.40%,168,94.90%,93.40%,177,$0.00 
19K213,P.S. 213 New Lots,K213,,,,,,12,4.60%,176,66.90%,54,20.50%,7,2.70%,14,5.30%,94.70%,47,17.90%,22,8.40%,241,91.60%,90.60%,263,$0.00 
19K325,The Fresh Creek School,K325,,,,,,1,0.50%,131,65.50%,59,29.50%,6,3.00%,3,1.50%,98.50%,42,21.00%,7,3.50%,189,94.50%,90.90%,200,$0.00 
19K328,P.S. 328 Phyllis Wheatley,K328,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,2.80%,169,58.30%,96,33.10%,4,1.40%,13,4.50%,95.50%,76,26.20%,37,12.80%,286,98.60%,96.10%,290,$0.00 
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,K502,,,,,,4,1.40%,189,68.20%,71,25.60%,11,4.00%,2,0.70%,99.30%,76,27.40%,11,4.00%,226,81.60%,83.80%,277,$0.00 
19K504,High School for Civil Rights,K504,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,2.10%,163,68.20%,64,26.80%,3,1.30%,4,1.70%,98.30%,64,26.80%,28,11.70%,189,79.10%,86.60%,239,$0.00 
19K510,World Academy for Total Community Health High School,K510,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,4.00%,177,70.80%,54,21.60%,4,1.60%,5,2.00%,98.00%,49,19.60%,38,15.20%,230,92.00%,88.30%,250,$0.00 
19K583,Multicultural High School,K583,,,,,,0,0.00%,5,1.90%,262,98.10%,0,0.00%,0,0.00%,100.00%,3,1.10%,234,87.60%,247,92.50%,99.80%,267,$0.00 
19K615,Transit Tech Career and Technical Education High School,K615,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,32,4.70%,399,59.00%,200,29.60%,29,4.30%,16,2.40%,97.60%,170,25.10%,42,6.20%,510,75.40%,78.50%,676,$0.00 
19K618,Academy of Innovative Technology,K618,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,26,6.20%,165,39.10%,205,48.60%,15,3.60%,11,2.60%,97.40%,87,20.60%,49,11.60%,347,82.20%,76.00%,422,$0.00 
19K639,Brooklyn Lab School,K639,,,,,,50,11.60%,102,23.70%,245,57.00%,10,2.30%,23,5.30%,94.70%,86,20.00%,152,35.30%,377,87.70%,87.00%,430,$0.00 
19K654,Van Siclen Community Middle School,K654,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,1.90%,217,69.60%,75,24.00%,0,0.00%,14,4.50%,95.50%,124,39.70%,29,9.30%,293,93.90%,91.60%,312,$0.00 
19K659,Cypress Hills Collegiate Preparatory School,K659,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,36,11.90%,56,18.50%,196,64.90%,5,1.70%,9,3.00%,97.00%,59,19.50%,65,21.50%,273,90.40%,82.70%,302,$0.00 
19K660,W. H. Maxwell Career and Technical Education High School,K660,K,$177.24 ,$0.00 ,$64.04 ,$113.20 ,9,2.40%,243,64.60%,109,29.00%,7,1.90%,8,2.10%,97.90%,122,32.40%,33,8.80%,335,89.10%,87.10%,376,$0.00 
19K661,Vista Academy,K661,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,27,5.70%,111,23.60%,312,66.20%,15,3.20%,6,1.30%,98.70%,96,20.40%,53,11.30%,454,96.40%,83.00%,471,$0.00 
19K662,Liberty Avenue Middle School,K662,K,"$1,973.74 ",$0.00 ,$361.30 ,"$1,612.30 ",21,4.30%,105,21.70%,335,69.40%,13,2.70%,9,1.90%,98.10%,118,24.40%,73,15.10%,462,95.70%,87.70%,483,$0.00 
19K663,School of the Future Brooklyn,K663,K,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,1.00%,129,66.80%,58,30.10%,2,1.00%,2,1.00%,99.00%,56,29.00%,20,10.40%,185,95.90%,94.20%,193,$0.00 
19K677,East New York Elementary School of Excellence,K677,,,,,,24,4.70%,256,49.80%,217,42.20%,13,2.50%,4,0.80%,99.20%,107,20.80%,74,14.40%,479,93.20%,93.00%,514,$0.00 
