,Rank,Name,Revenue,revenue(% change),profits in millions,profits % change,assets,market value,change in rank in 1000,employees,change in rank(500 only),measure_up_rank
953,954,NewMarket,"$2,010.90 ",-0.082,$270.60 ,0.064,"$1,933.90 ","$4,154.40 ",-4,2105,-,-
954,955,Trinity Industries,"$1,999.40 ",-0.335,($147.30),-2.07,"$8,701.80 ","$3,161.60 ",-174,6375,-,-
955,956,Amneal Pharmaceuticals,"$1,992.50 ",0.225,$91.10 ,-,"$4,006 ","$2,022.70 ",-,6000,-,-
956,957,Americold Realty Trust,"$1,987.70 ",0.114,$24.50 ,-0.49,"$7,831.20 ","$9,708.50 ",-,16300,-,-
957,958,Bruker,"$1,987.50 ",-0.041,$157.80 ,-0.2,"$3,049 ","$9,742.60 ",10,7400,-,-
958,959,Cheesecake Factory,"$1,983.20 ",-0.201,($253.40),-2.99,"$2,747.10 ","$2,715.40 ",-83,42500,-,-
959,960,Zurn Water Solutions,"$1,980.10 ",-0.038,$146.70 ,-0.262,"$3,041.10 ","$5,632.60 ",-8,6570,-,-
960,961,Korn Ferry,"$1,977.30 ",0.002,$104.90 ,0.022,"$2,743.80 ","$3,368.40 ",-,8198,-,-
961,962,Modine Manufacturing,"$1,975.50 ",-0.107,($2.20),-1.026,"$1,536.10 ",$759.50 ,-19,11300,-,-
962,963,Zynga,"$1,974.80 ",0.494,($429.40),-11.242,"$6,206.50 ","$11,057.40 ",-,2245,-,-
963,964,Belden,"$1,971.90 ",-0.209,($55.20),-,"$3,139.70 ","$1,981.40 ",-90,6300,-,-
964,965,Murphy Oil,"$1,971.40 ",-0.53,"($1,148.80)",-1.999,"$10,620.90 ","$2,532.30 ",-340,675,-,-
965,966,Range Resources,"$1,968.70 ",-0.304,($711.80),-,"$6,136.90 ","$2,671 ",-145,533,-,-
966,967,B&G Foods,"$1,967.90 ",0.185,$132 ,0.728,"$3,767.60 ","$2,010.40 ",-,3207,-,-
967,968,Vail Resorts,"$1,963.70 ",-0.136,$98.80 ,-0.672,"$5,244.20 ","$11,741.10 ",-39,25400,-,-
968,969,Five Below,"$1,962.10 ",0.062,$123.40 ,-0.295,"$2,314.80 ","$10,677.20 ",-,12050,-,-
969,970,First Citizens BancShares,"$1,960.80 ",0.077,$491.70 ,0.075,"$49,957.70 ","$8,148.20 ",-,6587,-,-
970,971,HNI,"$1,955.40 ",-0.13,$41.90 ,-0.621,"$1,418 ","$1,698.50 ",-40,7600,-,-
971,972,New Jersey Resources,"$1,953.70 ",-0.246,$193.90 ,0.144,"$5,569.80 ","$3,837.50 ",-112,1156,-,-
972,973,Edgewell Personal Care,"$1,949.70 ",-0.089,$67.60 ,-,"$3,540.90 ","$2,149.40 ",-15,5800,-,-
973,974,TTEC Holdings,"$1,949.20 ",0.186,$118.60 ,0.538,"$1,516.40 ","$4,695 ",-,61000,-,-
974,975,Arcosa,"$1,935.60 ",0.114,$106.60 ,-0.059,"$2,646.70 ","$3,135.70 ",-,6410,-,-
975,976,DexCom,"$1,926.70 ",0.305,$493.60 ,3.882,"$4,290.50 ","$34,755.10 ",-,5950,-,-
976,977,Green Plains,"$1,923.70 ",-0.37,($108.80),-,"$1,578.90 ","$1,208.80 ",-204,839,-,-
977,978,Teledyne FLIR,"$1,923.70 ",0.019,$212.60 ,0.239,"$3,252.30 ","$7,411 ",-,4179,-,-
978,979,E.W. Scripps,"$1,915.10 ",0.345,$269.30 ,-,"$4,859.40 ","$1,585.50 ",-,5400,-,-
979,980,Dropbox,"$1,913.90 ",0.152,($256.30),-,"$2,387.20 ","$11,056.40 ",-,2760,-,-
980,981,Universal,"$1,910 ",-0.142,$71.70 ,-0.312,"$2,120.90 ","$1,446.10 ",-46,24000,-,-
981,982,CoreCivic,"$1,905.50 ",-0.038,$54.20 ,-0.713,"$3,709.30 ","$1,088.40 ",-,12415,-,-
982,983,Newmark Group,"$1,905 ",-0.141,$80.10 ,-0.318,"$3,982.50 ","$1,834.60 ",-42,5742,-,-
983,984,Revlon,"$1,904.30 ",-0.213,($619),-,"$2,527.70 ",$657.70 ,-99,6000,-,-
984,985,Covanta Holding,"$1,904 ",0.018,($28),-3.8,"$3,706 ","$1,829.30 ",-,4000,-,-
985,986,ChampionX,"$1,900 ",0.68,($743.90),-15.261,"$3,475.80 ","$4,368.10 ",-,6600,-,-
986,987,EchoStar,"$1,887.90 ",-0.1,($40.20),-,"$7,073.40 ","$2,230.70 ",-23,2400,-,-
987,988,Kennametal,"$1,885.30 ",-0.206,($5.70),-1.023,"$3,037.60 ","$3,338.80 ",-89,8989,-,-
988,989,Valhi,"$1,878.10 ",-0.031,$55.20 ,0.122,"$2,889.30 ",$579.90 ,-,2784,-,-
989,990,Guess,"$1,876.50 ",-0.299,($81.20),-1.846,"$2,465.90 ","$1,495.20 ",-147,11000,-,-
990,991,Harsco,"$1,874.10 ",0.035,($26.30),-1.052,"$2,993.30 ","$1,354.70 ",-,11900,-,-
991,992,Stepan,"$1,869.80 ",0.006,$126.80 ,0.229,"$1,752.30 ","$2,858.90 ",-,2293,-,-
992,993,Clearwater Paper,"$1,868.60 ",0.061,$77.10 ,-,"$1,800.40 ",$624.70 ,-,3340,-,-
993,994,Live Nation Entertainment,"$1,861.20 ",-0.839,"($1,724.50)",-25.675,"$10,589.30 ","$18,457.70 ",-719,8200,-,-
994,995,BioMarin Pharmaceutical,"$1,860.50 ",0.092,$859.10 ,-,"$5,848 ","$13,730 ",-,3059,-,-
995,996,Surgery Partners,"$1,860.10 ",0.016,($116.10),-,"$5,413.20 ","$2,649.40 ",-,9950,-,-
996,997,Entegris,"$1,859.30 ",0.169,$295 ,0.157,"$2,917.70 ","$15,120.70 ",-,5800,-,-
997,998,Sleep Number,"$1,856.60 ",0.093,$139.20 ,0.701,$800.10 ,"$3,560.30 ",-,4625,-,-
998,999,Spire,"$1,855.40 ",-0.05,$88.60 ,-0.52,"$8,241.20 ","$3,817.50 ",-,3583,-,-
999,1000,Clear Channel Outdoor Holdings,"$1,854.60 ",-0.309,($582.70),-,"$5,755.30 ",$842.10 ,-158,4800,-,-
